Heavy atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
20,CC(=O)c1cncc(CP(C(C)(C)C)C(C)(C)C)c1,[9],[Li]<-P(Cc1cncc(C(C)=O)c1)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
20,Ic1cccc([C]NC2C3CC4CC(C3)CC2C4)c1,[6],[Be]=C(NC1C2CC3CC(C2)CC1C3)c1cccc(I)c1,['C_carb([N])([C])']
20,CC(C)P(c1ccccc1C1COCO1)C(C)(C)C,[3],[Li]<-P(c1ccccc1C1COCO1)(C(C)C)C(C)(C)C,['P([C])([C])([C])']
20,CC1=C(C)C(C)(P2OCc3ccccc32)C(C)=C1C,[6],[Li]<-P1(C2(C)C(C)=C(C)C(C)=C2C)OCc2ccccc21,['P([C])([O])([C])']
20,Cc1cc(C)c(N2[C]N3C(=CC=CC3F)C2)c(C)c1,[7],[Be]=C1N(c2c(C)cc(C)cc2C)CC2=CC=CC(F)N12,['C_carb([N])([N])']
20,Cc1cccc(P(C(F)=C(F)F)c2ccccc2)c1,[6],[Li]<-P(C(F)=C(F)F)(c1ccccc1)c1cccc(C)c1,['P([C])([C])([C])']
20,N#Cc1ccccc1-n1ccnc1-c1ccccc1,[11],[Li]<-n1ccn(-c2ccccc2C#N)c1-c1ccccc1,['N([C])([C])']
20,CC(C)c1cc(Nc2cccnc2)cc(C(C)C)c1,[11],[Li]<-n1cccc(Nc2cc(C(C)C)cc(C(C)C)c2)c1,['N([C])([C])']
20,CC(C)(C)C1C(c2ccccc2)P1c1ccccc1,[12],[Li]<-P1(c2ccccc2)C(c2ccccc2)C1C(C)(C)C,['P([C])([C])([C])']
20,Cn1c(-c2ccccc2)cc(-n2ccnc2)nc1=S,[18],[Li]<-S=c1nc(-n2ccnc2)cc(-c2ccccc2)n1C,['S([C])']
20,CC(C)c1nc2ccccc2nc1-c1ccccn1,[18],[Li]<-n1ccccc1-c1nc2ccccc2nc1C(C)C,['N([C])([C])']
20,CC(=NNC(=O)c1ccc(O)cc1)c1ccccn1,[18],[Li]<-n1ccccc1C(C)=NNC(=O)c1ccc(O)cc1,['N([C])([C])']
20,Cc1cncn1Cc1cccc(-c2ccccc2)c1,[3],[Li]<-n1cc(C)n(Cc2cccc(-c3ccccc3)c2)c1,['N([C])([C])']
20,COC(=O)C12C=C(C)C(C)(CC1)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2(C)CCC1(C(=O)OC)C=C2C,['P([C])([C])([C])']
20,Cc1ccn(C(c2ccccc2)n2ccc(Cl)n2)n1,[18],[Li]<-n1c(C)ccn1C(c1ccccc1)n1ccc(Cl)n1,['N([C])([N])']
20,Oc1cccc(C=NNC(=S)Nc2ccccc2)c1,[10],[Li]<-S=C(NN=Cc1cccc(O)c1)Nc1ccccc1,['S([C])']
20,COC(=O)c1c(C)ncn1-c1ccc(C)c(C)c1C,[7],[Li]<-n1cn(-c2ccc(C)c(C)c2C)c(C(=O)OC)c1C,['N([C])([C])']
20,C=C(CC(C)P(C)c1ccccc1)c1ccccc1,[5],[Li]<-P(C)(c1ccccc1)C(C)CC(=C)c1ccccc1,['P([C])([C])([C])']
20,Cc1cccc(-c2[nH]c(=S)[nH]c2-c2ccccc2)c1,[9],[Li]<-S=c1[nH]c(-c2ccccc2)c(-c2cccc(C)c2)[nH]1,['S([C])']
20,CN1CC(N)N(C)P1ON1CCC(C)(C)CC1(C)C,[7],[Li]<-P1(ON2CCC(C)(C)CC2(C)C)N(C)CC(N)N1C,['P([O])([N])([N])']
20,Nc1[nH]c(=NCc2ccnc3ccccc23)[nH]c1N,[4],[Li]<-N(Cc1ccnc2ccccc12)=c1[nH]c(N)c(N)[nH]1,['N([C])([C])']
20,COc1ccccc1P(CC(C)N)c1ccccc1,[8],[Li]<-P(CC(C)N)(c1ccccc1)c1ccccc1OC,['P([C])([C])([C])']
20,CC(C#N)n1c(-c2ccccn2)nc2ccccc21,[11],[Li]<-n1ccccc1-c1nc2ccccc2n1C(C)C#N,['N([C])([C])']
20,CCN([C]Nc1ccc(-c2ccccc2)cc1)CC,[3],[Be]=C(Nc1ccc(-c2ccccc2)cc1)N(CC)CC,['C_carb([N])([N])']
20,COC(C)=C(C)P(c1ccccc1)c1ccccc1,[6],[Li]<-P(C(C)=C(C)OC)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,Cc1cccc(C)c1C(C)P(C(C)(C)C)C(C)(C)C,[10],[Li]<-P(C(C)c1c(C)cccc1C)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
20,CC1(C)c2cc(-c3ccccc3)ncc2C2CC1C2,[12],[Li]<-n1cc2c(cc1-c1ccccc1)C(C)(C)C1CC2C1,['N([C])([C])']
20,c1ccc(P(Cc2ccsc2)c2ccccc2)cc1,[4],[Li]<-P(Cc1ccsc1)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,C=C(C(C)=Nc1cccc(OC)c1)c1ccccn1,[18],[Li]<-n1ccccc1C(=C)C(C)=Nc1cccc(OC)c1,['N([C])([C])']
20,CC1=CN(C23CC(C)C(CC2(C)C)C3)C(C)(N)N=C1,[17],[Li]<-N1=CC(C)=CN(C23CC(C)C(CC2(C)C)C3)C1(C)N,['N([C])([C])']
20,C=CCN1[C]N(C2CC(OC)CCC2C(C)C)CC1,[4],[Be]=C1N(CC=C)CCN1C1CC(OC)CCC1C(C)C,['C_carb([N])([N])']
20,CP(Cc1ccc2ccccc2c1)C1CCCCC1,[1],[Li]<-P(C)(Cc1ccc2ccccc2c1)C1CCCCC1,['P([C])([C])([C])']
20,CCC(CC=O)P(c1ccccc1)c1ccccc1,[5],[Li]<-O=CCC(CC)P(c1ccccc1)c1ccccc1,['O([C])']
20,C[Si](C)(C)C#CC1=C(N)N[C]N1Cc1ccccc1,[10],[Be]=C1NC(N)=C(C#C[Si](C)(C)C)N1Cc1ccccc1,['C_carb([N])([N])']
20,Cc1cccc(N2[C]N(c3cccc(F)c3)C=C2)c1,[7],[Be]=C1N(c2cccc(C)c2)C=CN1c1cccc(F)c1,['C_carb([N])([N])']
20,CC(C)(C)N1[C]N(Cc2cccc(C#N)c2)C(Cl)=C1,[5],[Be]=C1N(Cc2cccc(C#N)c2)C(Cl)=CN1C(C)(C)C,['C_carb([N])([N])']
20,CC(C)c1cccc(N=c2cccc[cH-]2)c1C(C)C,[8],[Li]<-N(c1cccc(C(C)C)c1C(C)C)=c1cccc[cH-]1,['N([C])([C])']
20,CCC(=S)C1CC2(C)C=CC1(C)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2(C)C=CC1(C)C(C(=S)CC)C2,['P([C])([C])([C])']
20,CC(C)c1cccc2sc3nc4ccccc4n3c12,[10],[Li]<-n1c2ccccc2n2c3c(C(C)C)cccc3sc21,['N([C])([C])']
20,Cc1cccc(P(=S)(c2ccccc2)C(C)(C)C)c1,[7],[Li]<-S=P(c1ccccc1)(c1cccc(C)c1)C(C)(C)C,['S([P])']
20,C=CC=C(OC(C)N1[C]NC=C1N)c1ccccc1,[8],[Be]=C1NC=C(N)N1C(C)OC(=CC=C)c1ccccc1,['C_carb([N])([N])']
20,C=CS(=O)C1=CC2(C)CCC1(C)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2(C)C=C(S(=O)C=C)C1(C)CC2,['P([C])([C])([C])']
20,C=C(c1cccnc1)c1ccccc1N(C)C(C)O,[6],[Li]<-n1cccc(C(=C)c2ccccc2N(C)C(C)O)c1,['N([C])([C])']
20,CC=NP(c1ccccc1C)c1cccc(C)c1C,[3],[Li]<-P(N=CC)(c1ccccc1C)c1cccc(C)c1C,['P([N])([C])([C])']
20,C=Cc1ccc(C2(N)CC3CCC2[C]N3CC)cc1,[13],[Be]=C1C2CCC(CC2(N)c2ccc(C=C)cc2)N1CC,['C_carb([C])([N])']
20,CCn1c(C2OC(=O)C=CC2=O)nc2ccccc21,[12],[Li]<-n1c(C2OC(=O)C=CC2=O)n(CC)c2ccccc21,['N([C])([C])']
20,c1ccc(P(Cc2cc[nH]c2)c2ccccc2)cc1,[4],[Li]<-P(Cc1cc[nH]c1)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,C1=CC2OP(c3ccccc3)C3C=CC=CC23C=C1,[4],[Li]<-P1(c2ccccc2)OC2C=CC=CC23C=CC=CC31,['P([C])([O])([C])']
20,CC12CCC(c3c1ncn3-c1ccccc1)C2(C)C,[7],[Li]<-n1cn(-c2ccccc2)c2c1C1(C)CCC2C1(C)C,['N([C])([C])']
20,COCCP(c1ccccc1)c1ccccc1OC,[4],[Li]<-P(CCOC)(c1ccccc1)c1ccccc1OC,['P([C])([C])([C])']
20,S=C1N(Cc2ccccc2)CCN1c1ccccc1,[0],[Li]<-S=C1N(Cc2ccccc2)CCN1c1ccccc1,['S([C])']
20,COP1c2ccccc2CCC1(C)c1ccccc1,[2],[Li]<-P1(OC)c2ccccc2CCC1(C)c1ccccc1,['P([O])([C])([C])']
20,COC(=O)C1=CC2(C)CC3CC13P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2(C)C=C(C(=O)OC)C13CC3C2,['P([C])([C])([C])']
20,CC(c1ccccc1)(c1ccccc1)n1cnnc1,[16],[Li]<-n1cn(C(C)(c2ccccc2)c2ccccc2)cn1,['N([C])([N])']
20,CC(C)c1ccccc1N1[C]N(C(C)C)CCCC1,[10],[Be]=C1N(c2ccccc2C(C)C)CCCCN1C(C)C,['C_carb([N])([N])']
20,CC(Cn1ccnc1)=Nc1cccc2ccccc12,[6],[Li]<-n1ccn(CC(C)=Nc2cccc3ccccc23)c1,['N([C])([C])']
20,COC(=O)c1ccccc1NC(=O)c1ccccc1,[12],[Li]<-O=C(Nc1ccccc1C(=O)OC)c1ccccc1,['O([C])']
20,C[Si](C)(C)C(P(Cl)N[C]c1ccccc1)[Si](C)(C)C,[8],[Be]=C(NP(Cl)C([Si](C)(C)C)[Si](C)(C)C)c1ccccc1,['C_carb([N])([C])']
20,CC(C)P(C(C)C(C)(C)C)C(C)(C)c1ccccc1,[3],[Li]<-P(C(C)C)(C(C)C(C)(C)C)C(C)(C)c1ccccc1,['P([C])([C])([C])']
20,CN(C)CP1c2ccccc2CC1c1ccccc1,[4],[Li]<-P1(CN(C)C)c2ccccc2CC1c1ccccc1,['P([C])([C])([C])']
20,CC(C)(C)CN1[C]N(CC(C)(C)C)c2cnccc21,[6],[Be]=C1N(CC(C)(C)C)c2ccncc2N1CC(C)(C)C,['C_carb([N])([N])']
20,COCC(C)(O)P(c1ccccc1)c1ccccc1,[6],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)(O)COC,['P([C])([C])([C])']
20,[C]1CN(C2C3CC4CC(C3)CC2C4)c2ccccc21,[0],[Be]=C1CN(C2C3CC4CC(C3)CC2C4)c2ccccc21,['C_carb([C])([C])']
20,CN(C)[C]NC(=O)c1ccc(C=CC(F)(F)F)cc1,[3],[Be]=C(NC(=O)c1ccc(C=CC(F)(F)F)cc1)N(C)C,['C_carb([N])([N])']
20,C=CS(=O)C1CC2C(C)=CC1(C)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2CC(S(=O)C=C)C1(C)C=C2C,['P([C])([C])([C])']
20,CCOC(=O)CN1[C]N(C(C)c2ccccc2)C=C1,[7],[Be]=C1N(CC(=O)OCC)C=CN1C(C)c1ccccc1,['C_carb([N])([N])']
20,C[C]c1ccc(OCC)c(OC(C)=O)c1OC(C)=O,[1],[Be]=C(C)c1ccc(OCC)c(OC(C)=O)c1OC(C)=O,['C_carb([C])([C])']
20,COCCOCP(c1ccccc1)c1ccccc1,[6],[Li]<-P(COCCOC)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,CCOP(C(C)C)C(C)c1ccc2ccccc2c1,[3],[Li]<-P(OCC)(C(C)C)C(C)c1ccc2ccccc2c1,['P([O])([C])([C])']
20,O=C(c1ccccc1)c1cn(-c2ccccc2)nn1,[17],[Li]<-n1nc(C(=O)c2ccccc2)cn1-c1ccccc1,['N([N])([N])']
20,COC(=S)C1CC2C(C)=C(C)C1P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2CC(C(=S)OC)C1C(C)=C2C,['P([C])([C])([C])']
20,Cc1cc(C)cc(C2(N)N[C]c3ccccc3N2)c1,[10],[Be]=C1NC(N)(c2cc(C)cc(C)c2)Nc2ccccc21,['C_carb([N])([C])']
20,CC(O)(O)N1[C]N2C=CC=CC2=C1c1cccnc1,[5],[Be]=C1N2C=CC=CC2=C(c2cccnc2)N1C(C)(O)O,['C_carb([N])([N])']
20,CC(C)N([C]N(C)C(=O)c1cccc(Cl)c1)C(C)C,[4],[Be]=C(N(C)C(=O)c1cccc(Cl)c1)N(C(C)C)C(C)C,['C_carb([N])([N])']
20,COC(=O)C12CCC(C(C)=C1C)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2CCC1(C(=O)OC)C(C)=C2C,['P([C])([C])([C])']
20,Cc1cc(N)c(N=Nc2ccccc2C(C)C)nn1,[17],[Li]<-n1nc(C)cc(N)c1N=Nc1ccccc1C(C)C,['N([N])([C])']
20,CC(N=P(C(C)C)(C(C)C)C(C)C)c1ccccc1,[2],[Li]<-N(C(C)c1ccccc1)=P(C(C)C)(C(C)C)C(C)C,['N([C])([P])']
20,CCn1ccn(Cc2cncc3ccccc23)c1=S,[18],[Li]<-S=c1n(CC)ccn1Cc1cncc2ccccc12,['S([C])']
20,Cc1ccc(Pc2ccc(C)c(C)c2C)c(C)c1C,[5],[Li]<-P(c1ccc(C)c(C)c1C)c1ccc(C)c(C)c1C,['P([C])([C])']
20,CP(C)(=N)C1CCc2ccccc2-c2ccccc21,[3],[Li]<-N=P(C)(C)C1CCc2ccccc2-c2ccccc21,['N([P])']
20,Cc1ccc(N=CNc2ccc(C)c(C)c2)cc1C,[5],[Li]<-N(=CNc1ccc(C)c(C)c1)c1ccc(C)c(C)c1,['N([C])([C])']
20,C=C(C)N[C]C=C(c1ccccc1)c1ccccc1,[4],[Be]=C(C=C(c1ccccc1)c1ccccc1)NC(=C)C,['C_carb([C])([N])']
20,Cc1ccccc1OP(c1ccccc1)C(C)(C)C,[8],[Li]<-P(Oc1ccccc1C)(c1ccccc1)C(C)(C)C,['P([O])([C])([C])']
20,NC1[C]c2ccccc2NC(N)(c2ccccc2)N1,[2],[Be]=C1c2ccccc2NC(N)(c2ccccc2)NC1N,['C_carb([C])([C])']
20,CC1=C(N)[C]NN1c1ccc(C(C)C)c(C(C)C)c1,[4],[Be]=C1NN(c2ccc(C(C)C)c(C(C)C)c2)C(C)=C1N,['C_carb([N])([C])']
20,CC1=CC2(C)C(C)=C(C)C1(C#N)P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2(C)C=C(C)C1(C#N)C(C)=C2C,['P([C])([C])([C])']
20,Cc1cc(CN2[C]Sc3ccccc32)cc(C)c1C,[6],[Be]=C1Sc2ccccc2N1Cc1cc(C)c(C)c(C)c1,['C_carb([S])([N])']
20,O=C1NCC2(c3ccccc3)C1P2c1ccccc1,[12],[Li]<-P1(c2ccccc2)C2C(=O)NCC21c1ccccc1,['P([C])([C])([C])']
20,CP(=O)(c1ccccc1)C1C2CC3CC(C2)CC1C3,[2],[Li]<-O=P(C)(c1ccccc1)C1C2CC3CC(C2)CC1C3,['O([P])']
20,C=CC1(N)[C]c2ccccc2C(c2ccccc2)N1,[4],[Be]=C1c2ccccc2C(c2ccccc2)NC1(N)C=C,['C_carb([C])([C])']
20,O=P(Cl)(Oc1ccc(F)cc1)Oc1ccc(F)cc1,[0],[Li]<-O=P(Cl)(Oc1ccc(F)cc1)Oc1ccc(F)cc1,['O([P])']
20,COC(=O)C1C(C)CCCC1P(C(C)=O)C(C)(C)C,[11],[Li]<-P(C(C)=O)(C1CCCC(C)C1C(=O)OC)C(C)(C)C,['P([C])([C])([C])']
20,CCC(=N)ON(Cc1ccccc1)C1CCCCC1,[3],[Li]<-N=C(CC)ON(Cc1ccccc1)C1CCCCC1,['N([C])']
20,CC(=O)C(C)=C(C)P(c1ccccc1C)C(C)(C)C,[7],[Li]<-P(C(C)=C(C)C(C)=O)(c1ccccc1C)C(C)(C)C,['P([C])([C])([C])']
20,Cc1cccc(P(C)c2cccc(C(F)(F)F)c2)c1,[6],[Li]<-P(C)(c1cccc(C)c1)c1cccc(C(F)(F)F)c1,['P([C])([C])([C])']
20,Cc1cc(-c2cccc(-c3nn(C)cc3Cl)n2)n[nH]1,[16],[Li]<-n1c(-c2cc(C)[nH]n2)cccc1-c1nn(C)cc1Cl,['N([C])([C])']
20,CP1C(P)P(C(C)(C)C)C1P(C(C)(C)C)C(C)(C)C,[4],[Li]<-P1(C(C)(C)C)C(P)P(C)C1P(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
20,C=Cc1ccc(CN2[C]N(C)c3ccccc32)cc1,[8],[Be]=C1N(C)c2ccccc2N1Cc1ccc(C=C)cc1,['C_carb([N])([N])']
20,C[C]OC(C)(c1ccccc1C(F)(F)F)C(F)(F)F,[1],[Be]=C(C)OC(C)(c1ccccc1C(F)(F)F)C(F)(F)F,['C_carb([C])([O])']
20,CCCCP(c1ccc(C)cc1)c1ccc(C)cc1,[4],[Li]<-P(CCCC)(c1ccc(C)cc1)c1ccc(C)cc1,['P([C])([C])([C])']
20,N#CC(CO)CP(c1ccccc1)c1ccccc1,[6],[Li]<-P(CC(C#N)CO)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,CC(C)c1ccccc1N1[C]N2C(F)=CC=CC2=C1,[10],[Be]=C1N2C(F)=CC=CC2=CN1c1ccccc1C(C)C,['C_carb([N])([N])']
20,NC1CC(=O)N1P(c1ccccc1)c1ccccc1,[6],[Li]<-P(c1ccccc1)(c1ccccc1)N1C(=O)CC1N,['P([C])([C])([N])']
20,Cc1cc(C)c(C)c(Pc2ccc(C)c(C)c2C)c1,[8],[Li]<-P(c1cc(C)cc(C)c1C)c1ccc(C)c(C)c1C,['P([C])([C])']
20,COC(=O)CN1[C]N(CC(C)C)Cc2ccccc21,[6],[Be]=C1N(CC(C)C)Cc2ccccc2N1CC(=O)OC,['C_carb([N])([N])']
20,O=C(O)CN1[C]N(C2CCCCC2)c2ccccc21,[5],[Be]=C1N(CC(=O)O)c2ccccc2N1C1CCCCC1,['C_carb([N])([N])']
20,Nc1ccn(P(c2ccccc2)c2ccccc2)c1,[5],[Li]<-P(c1ccccc1)(c1ccccc1)n1ccc(N)c1,['P([C])([C])([N])']
20,CCO[C]C=C(C)N1Cc2ccc(OC)cc2C1=O,[3],[Be]=C(C=C(C)N1Cc2ccc(OC)cc2C1=O)OCC,['C_carb([C])([O])']
20,CC(=O)OC(C)(C)n1cnc(C(C)OC(C)(C)C)c1,[9],[Li]<-n1cn(C(C)(C)OC(C)=O)cc1C(C)OC(C)(C)C,['N([C])([C])']
20,CN=C(N(C)C)P(c1ccccc1)c1ccccc1,[6],[Li]<-P(C(=NC)N(C)C)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
20,Cc1cc(C)p(-c2ccccc2)c1-c1ccn(O)c1,[5],[Li]<-p1(-c2ccccc2)c(C)cc(C)c1-c1ccn(O)c1,['P([C])([C])([C])']
20,CN(C)C(c1ccccc1)P(C)(=O)c1ccccc1,[12],[Li]<-O=P(C)(c1ccccc1)C(c1ccccc1)N(C)C,['O([P])']
20,CC(C)N1[C]N(Cc2ccnc3ccccc23)C=C1,[4],[Be]=C1N(Cc2ccnc3ccccc23)C=CN1C(C)C,['C_carb([N])([N])']
20,CC(C)(C)c1nc2ccncc2p1-c1ccccc1,[12],[Li]<-p1(-c2ccccc2)c(C(C)(C)C)nc2ccncc21,['P([C])([C])([C])']
20,Clc1ccc(C=NNc2nc3ccccc3s2)cc1,[9],[Li]<-n1c(NN=Cc2ccc(Cl)cc2)sc2ccccc21,['N([C])([C])']
20,CC1(c2ccccc2)Cc2ccccc2N(C#N)C1,[17],[Li]<-N#CN1CC(C)(c2ccccc2)Cc2ccccc21,['N([C])']
20,Cc1cc([O-])ccc1Nc1ccc2ccccc2c1,[4],[Li]<-[O-]c1ccc(Nc2ccc3ccccc3c2)c(C)c1,['O([C])']
20,CSC1=CC2=CN(C3CCCCCCC3)[C]N2C=C1,[15],[Be]=C1N2C=CC(SC)=CC2=CN1C1CCCCCCC1,['C_carb([N])([N])']
20,CC(COc1ccccc1)NC(C)c1ccccc1,[10],[Li]<-N(C(C)COc1ccccc1)C(C)c1ccccc1,['N([C])([C])']
20,NC1=CN(Cc2ncccc2-c2cccnc2)[C]N1,[17],[Be]=C1NC(N)=CN1Cc1ncccc1-c1cccnc1,['C_carb([N])([N])']
20,CC(C)C(C)N1[C]N(Cc2ccc(C#N)cc2)C=C1,[6],[Be]=C1N(Cc2ccc(C#N)cc2)C=CN1C(C)C(C)C,['C_carb([N])([N])']
20,C=CC(C)N1[C]N(c2ccccc2)c2ccccc21,[5],[Be]=C1N(c2ccccc2)c2ccccc2N1C(C)C=C,['C_carb([N])([N])']
20,NC1(c2ccccc2)[C]C(c2cccnc2)C(=O)N1,[8],[Be]=C1C(c2cccnc2)C(=O)NC1(N)c1ccccc1,['C_carb([C])([C])']
20,NCCN[C]c1ccccc1C=NCCNCCO,[4],[Be]=C(NCCN)c1ccccc1C=NCCNCCO,['C_carb([N])([C])']
20,Cc1ccc(N2CCN=C2c2ccc(F)cc2)cc1,[8],[Li]<-N1=C(c2ccc(F)cc2)N(c2ccc(C)cc2)CC1,['N([C])([C])']
20,CCOP(=S)(Cc1ccccc1)Oc1ccccc1,[4],[Li]<-S=P(Cc1ccccc1)(OCC)Oc1ccccc1,['S([P])']
20,[O-][n+]1cc(-c2ccncc2)ccc1OCC(F)(F)F,[7],[Li]<-n1ccc(-c2ccc(OCC(F)(F)F)[n+]([O-])c2)cc1,['N([C])([C])']
20,CC(=NNC(=O)Nc1ccccc1)c1cnccn1,[18],[Li]<-n1ccncc1C(C)=NNC(=O)Nc1ccccc1,['N([C])([C])']
20,Cc1ccc2cc(Cn3nnnc3C)c(=O)oc2c1,[11],[Li]<-n1nnn(Cc2cc3ccc(C)cc3oc2=O)c1C,['N([N])([C])']
20,CC1[C]NC(c2ccccc2-c2ccccc2)N1C,[2],[Be]=C1NC(c2ccccc2-c2ccccc2)N(C)C1C,['C_carb([N])([C])']
20,Nc1nnc(-c2ccccc2)n1Cc1ccccc1,[3],[Li]<-n1nc(N)n(Cc2ccccc2)c1-c1ccccc1,['N([N])([C])']
20,COc1ccccc1N[C]c1ccc(N(C)C)cc1,[9],[Be]=C(Nc1ccccc1OC)c1ccc(N(C)C)cc1,['C_carb([N])([C])']
20,Cc1ccc(N2Cc3ccccc3[C]C2=O)cc1C,[13],[Be]=C1C(=O)N(c2ccc(C)c(C)c2)Cc2ccccc21,['C_carb([C])([C])']
20,C=CC(OCC)P(c1ccccc1)c1ccccc1,[6],[Li]<-P(c1ccccc1)(c1ccccc1)C(C=C)OCC,['P([C])([C])([C])']
20,CC(C)N1C=NC2(c3cccnc3)C=CC=CC2C1,[5],[Li]<-N1=CN(C(C)C)CC2C=CC=CC21c1cccnc1,['N([C])([C])']
20,COc1ccc(-c2ccc3c(n2)NCC=C3Cl)cc1,[11],[Li]<-n1c(-c2ccc(OC)cc2)ccc2c1NCC=C2Cl,['N([C])([C])']
20,c1ccc2c(-c3nc4ccccc4[nH]3)cncc2c1,[13],[Li]<-[nH]1c(-c2cncc3ccccc23)nc2ccccc21,['N([C])([C])']
20,COc1ccccc1-c1nnnn1-c1ccccc1,[11],[Li]<-n1nnc(-c2ccccc2OC)n1-c1ccccc1,['N([N])([N])']
20,Cc1ccc(P(C(C)C)C(C)c2ccccc2)cc1,[5],[Li]<-P(c1ccc(C)cc1)(C(C)C)C(C)c1ccccc1,['P([C])([C])([C])']
20,CCO[C]CP(=S)(c1ccccc1)c1ccccc1,[3],[Be]=C(CP(=S)(c1ccccc1)c1ccccc1)OCC,['C_carb([C])([O])']
20,C[Si](C)(C)C([Si](C)(C)C)P(=S)(Cl)Oc1ccccc1,[10],[Li]<-S=P(Cl)(Oc1ccccc1)C([Si](C)(C)C)[Si](C)(C)C,['S([P])']
20,COc1cc(OC)cc(C2Cc3ccccc3N2)c1,[17],[Li]<-N1c2ccccc2CC1c1cc(OC)cc(OC)c1,['N([C])([C])']
20,CC1=C(c2cccc(-c3ccccc3)c2)S[C]N1C,[16],[Be]=C1SC(c2cccc(-c3ccccc3)c2)=C(C)N1C,['C_carb([S])([N])']
20,CCCCOc1ccccc1N=Cc1ccccn1,[18],[Li]<-n1ccccc1C=Nc1ccccc1OCCCC,['N([C])([C])']
20,CCN([C]Nc1cccc(-c2ccccc2)c1)CC,[3],[Be]=C(Nc1cccc(-c2ccccc2)c1)N(CC)CC,['C_carb([N])([N])']
20,Cc1cccc(C)c1N1[C]N(CCO)CC(C)(C)C1,[9],[Be]=C1N(CCO)CC(C)(C)CN1c1c(C)cccc1C,['C_carb([N])([N])']
20,COC1=CCC(c2ccccc2)P1c1ccccc1,[12],[Li]<-P1(c2ccccc2)C(OC)=CCC1c1ccccc1,['P([C])([C])([C])']
20,Cc1nc2c(C#N)cccc2n1Cc1ccncc1,[2],[Li]<-n1c(C)n(Cc2ccncc2)c2cccc(C#N)c21,['N([C])([C])']
20,CC(C)(C)N1CC(c2ccccn2)N(C(C)(C)C)C1,[12],[Li]<-n1ccccc1C1CN(C(C)(C)C)CN1C(C)(C)C,['N([C])([C])']
20,CCOP(=O)(Cc1ccc2cccnc2c1)OCC,[13],[Li]<-n1cccc2ccc(CP(=O)(OCC)OCC)cc21,['N([C])([C])']
20,[C]1N(Cc2ccncc2)C=CN1Cc1cccc[nH+]1,[0],[Be]=C1N(Cc2ccncc2)C=CN1Cc1cccc[nH+]1,['C_carb([N])([N])']
20,CC(C)(C)P(C#Cc1ccccc1)c1ccccc1,[4],[Li]<-P(C#Cc1ccccc1)(c1ccccc1)C(C)(C)C,['P([C])([C])([C])']
20,Cc1cc(C)c(NC(=O)CN2[C]N(C)C=C2)c(C)c1,[11],[Be]=C1N(C)C=CN1CC(=O)Nc1c(C)cc(C)cc1C,['C_carb([N])([N])']
20,c1ccc(-c2nc3ccc4ccccc4c3o2)nc1,[17],[Li]<-n1ccccc1-c1nc2ccc3ccccc3c2o1,['N([C])([C])']
20,CC(C)c1cccc(C(C)C)c1N1[C]N(C)CCC1,[13],[Be]=C1N(C)CCCN1c1c(C(C)C)cccc1C(C)C,['C_carb([N])([N])']
20,CC1=C(C)C(C)(P2OC(C)C2C(F)(F)F)C(C)=C1C,[6],[Li]<-P1(C2(C)C(C)=C(C)C(C)=C2C)OC(C)C1C(F)(F)F,['P([C])([O])([C])']
20,Cc1cccc(C)c1-n1cnc2c(Cl)ccc(F)c21,[10],[Li]<-n1cn(-c2c(C)cccc2C)c2c(F)ccc(Cl)c21,['N([C])([C])']
20,CN1[C]N(Cc2ccccc2[N+](=O)[O-])C=C1[N+](=O)[O-],[2],[Be]=C1N(Cc2ccccc2[N+](=O)[O-])C=C([N+](=O)[O-])N1C,['C_carb([N])([N])']
20,COc1c(C=Nc2ccccc2)ncc2c1CCC2,[12],[Li]<-n1cc2c(c(OC)c1C=Nc1ccccc1)CCC2,['N([C])([C])']
20,CC(C=O)(CO)P(c1ccccc1)c1ccccc1,[6],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)(C=O)CO,['P([C])([C])([C])']
20,COc1cccc(N2[C]N(c3ccccc3)C=C2)c1,[8],[Be]=C1N(c2ccccc2)C=CN1c1cccc(OC)c1,['C_carb([N])([N])']
