Atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
46,Cc1cnn(-c2cccc(-c3cnn(Nc4ccccn4)c3C)c2)c1C,"[13, 20]",Cc1cnn(-c2cccc(-c3cnn4(->[Ir]<-n5ccccc5N4)c3C)c2)c1C,"['N([C])([C])', 'N([N])([C])([N])']"
46,CC(=Nc1cccc(C(C)C)c1)c1ccc(-c2ccccc2)cn1,"[2, 23]",CC1=N(c2cccc(C(C)C)c2)->[Ir]<-n2cc(-c3ccccc3)ccc21,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)(C)P(c1ccccc1)C1N2CN3CN(C2)CP1C3,"[4, 19]",CC(C)(C)P1(c2ccccc2)->[Ir]<-P23CN4CN(CN(C4)C21)C3,"['P([C])([C])([C])', 'P([C])([C])([C])']"
46,CC(=Nc1ccc2ccccc2c1)C(C)=Nc1ccc2ccccc2c1,"[2, 15]",CC1=N(c2ccc3ccccc3c2)->[Ir]<-N(c2ccc3ccccc3c2)=C1C,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccnc2nc(NCP(c3ccccc3)c3ccccc3)ccc12,"[6, 10]",Cc1ccnc2c1ccc1n2->[Ir]<-P(c2ccccc2)(c2ccccc2)CN1,"['N([C])([C])', 'P([C])([C])([C])']"
46,COC1(C=NCc2csc(C)n2)C=CC=CC12CN=c1ccccc1=N2,"[4, 11]",COC1(C=N2->[Ir]<-n3c(csc3C)C2)C=CC=CC12CN=c1ccccc1=N2,"['N([C])([C])', 'N([C])([C])']"
46,C=CP(CCP(c1ccccc1)c1ccccc1)c1ccccc1,"[2, 5]",C=CP1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)CC1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
46,Oc1ccccc1-c1[nH]nc(-c2ccccn2)c1-c1ccccc1-n1cccn1,"[9, 16]",Oc1ccccc1-c1[nH]n2->[Ir]<-n3ccccc3-c2c1-c1ccccc1-n1cccn1,"['N([C])([C])', 'N([N])([C])']"
46,NC1(C(N)(NCc2ccccc2)c2ccccc2)CCNC1,"[0, 4]",NC1(c2ccccc2)N(Cc2ccccc2)->[Ir]<-NC12CCNC2,"['N([C])', 'N([C])([C])']"
46,N=C1C(=Nc2cccc(Oc3ccccc3)c2)C=Nc2cc3c(F)cccc3cc21,"[0, 3]",Fc1cccc2cc3c4c(cnc3cc12)=N(c1cccc(Oc2ccccc2)c1)->[Ir]<-N=4,"['N([C])', 'N([C])([C])']"
46,COc1ccccc1C=NCCN=Cc1c(OC)cccc1OC,"[9, 12]",COc1ccccc1C=N1->[Ir]<-N(=Cc2c(OC)cccc2OC)CC1,"['N([C])([C])', 'N([C])([C])']"
46,N=C1C=C(N2CCCC2)C(Nc2ccccc2)=CC12C=CC=CN2,"[0, 23]",C1=CN2->[Ir]<-N=C3C=C(N4CCCC4)C(Nc4ccccc4)=CC32C=C1,"['N([C])', 'N([C])([C])']"
46,c1ccc([PH](Cn2cccn2)(c2ccccc2)c2ccccc2)cc1,"[4, 10]",c1ccc([PH]2(c3ccccc3)(c3ccccc3)->[Ir]<-n3cccn3C2)cc1,"['N([C])([N])', 'P([C])([C])([C])([C])']"
46,CC1=NC2(c3ccccc3)C=CN=CC2(C)N=C1n1nc(C)cc1C,"[16, 19]",CC1=NC2(c3ccccc3)C=CN=CC2(C)N2->[Ir]<-n3c(C)cc(C)n3C=21,"['N([C])([C])', 'N([C])([N])']"
46,CC(C)(C)P(Cc1ccc2cccc(Cl)c2n1)C(C)(C)C,"[4, 16]",CC(C)(C)P1(C(C)(C)C)->[Ir]<-n2c(ccc3cccc(Cl)c32)C1,"['N([C])([C])', 'P([C])([C])([C])']"
46,Nc1ccncc1C(N)(CNCc1ccccc1)c1ccccc1,"[0, 10]",NC1(c2ccccc2)CN(Cc2ccccc2)->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
46,NNC(c1ccccc1)(c1ccccc1)n1ccc(-c2ccccc2)n1,"[0, 25]",c1ccc(-c2ccn3n2->[Ir]<-NNC3(c2ccccc2)c2ccccc2)cc1,"['N([N])', 'N([N])([C])']"
46,Cc1cc(C)cc(N=C(NC(=N)c2cc(C)cs2)c2ccccc2)c1,"[7, 11]",Cc1cc(C)cc(N2->[Ir]<-N=C(c3cc(C)cs3)NC=2c2ccccc2)c1,"['N([C])', 'N([C])([C])']"
46,CC(C)N1[C]N(n2c(CSc3ccccc3)cc3ccccc32)C=C1,"[4, 9]",CC(C)N1C=CN2C1=[Be]->[Ir]<-S(c1ccccc1)Cc1cc3ccccc3n12,"['Be([C])', 'S([C])([C])']"
46,Cc1ccc(C(C)(C)OP(c2ccccc2)c2ccccc2)nc1,"[9, 22]",Cc1ccc2n(->[Ir]<-P(c3ccccc3)(c3ccccc3)OC2(C)C)c1,"['N([C])([C])', 'P([C])([C])([O])']"
46,CN(C)CCP(c1ccccc1)c1ccccc1N(C)C,"[1, 5]",CN(C)c1ccccc1P1(c2ccccc2)->[Ir]<-N(C)(C)CC1,"['N([C])([C])([C])', 'P([C])([C])([C])']"
46,C=C(c1ccc(N(C)C)cc1)c1cccc(N=Cc2ccccn2)c1,"[16, 23]",C=C(c1ccc(N(C)C)cc1)c1cccc(N2->[Ir]<-n3ccccc3C=2)c1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)N1CCCN(CCCN)c2ccccc2C1,"[3, 11]",CC(C)N12->[Ir]<-NCCCN(CCC1)c1ccccc1C2,"['N([C])', 'N([C])([C])([C])']"
46,c1ccc(-c2ccc(CP(c3ccccc3)c3ccccc3)nc2)cc1,"[9, 22]",c1ccc(-c2ccc3n(->[Ir]<-P(c4ccccc4)(c4ccccc4)C3)c2)cc1,"['N([C])([C])', 'P([C])([C])([C])']"
46,CC(C)NCC1(NC(C)c2ccccc2)CCNC1,"[3, 6]",CC(C)N1->[Ir]<-N(C(C)c2ccccc2)C2(CCNC2)C1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)c1cccc(C(C)C)c1N1[C]N(c2ccc(Br)cn2)C=C1,"[13, 21]",CC(C)c1cccc(C(C)C)c1N1C=CN2C1=[Be]->[Ir]<-n1cc(Br)ccc12,"['Be([C])', 'N([C])([C])']"
46,CC(C)C1=NCC(c2ccc(C3=NCC(c4ccccc4)O3)nc2)O1,"[12, 22]",CC(C)C1=NCC(c2ccc3n(->[Ir]<-N4=C3OC(c3ccccc3)C4)c2)O1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)(C)c1nn(-n2nncc2C(O)O)c(N)c1C(C)(C)C,"[7, 16]",CC(C)(C)c1nn2c(c1C(C)(C)C)N->[Ir]<-n-21nncc1C(O)O,"['N([C])', 'N([N])([C])([N])']"
46,c1ccc(-c2ccnn2-c2ccc(C(n3cccn3)n3cccn3)cc2)cc1,"[18, 23]",c1ccc(-c2ccnn2-c2ccc(C3n4cccn4->[Ir]<-n4cccn43)cc2)cc1,"['N([C])([N])', 'N([C])([N])']"
46,CC(=Nc1ccc(C(C)C)c(C(C)C)c1)c1cccc[n+]1[O-],"[2, 21]",CC1=N(c2ccc(C(C)C)c(C(C)C)c2)->[Ir]<-[O-][n+]2ccccc21,"['N([C])([C])', 'O([N])']"
46,CCP(C=CP(c1ccccc1)c1ccccc1)c1ccccc1,"[2, 5]",CCP1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)C=C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
46,CC(C)c1ccccc1N=Cc1cccc(Cc2ccccc2)n1,"[9, 23]",CC(C)c1ccccc1N1->[Ir]<-n2c(cccc2Cc2ccccc2)C=1,"['N([C])([C])', 'N([C])([C])']"
46,[C]NC1(c2ccccn2)NCN(C(C)(C)C)C1c1ccccc1,"[0, 8]",CC(C)(C)N1CNC2(NC=[Be]->[Ir]<-n3ccccc32)C1c1ccccc1,"['Be([C])', 'N([C])([C])']"
46,Cc1cc(C)c(Cn2c(-c3ccccn3)nc3ccccc32)cc1C,"[14, 15]",Cc1cc(C)c(Cn2c3n(->[Ir]<-n4ccccc4-3)c3ccccc32)cc1C,"['N([C])([C])', 'N([C])([C])']"
46,C=CCN(Cc1ccccc1)c1ccccc1N=Cc1ccccn1,"[17, 24]",C=CCN(Cc1ccccc1)c1ccccc1N1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
46,CCc1ccccc1N=C(C)C(C)=Nc1ccccc1CC,"[8, 13]",CCc1ccccc1N1->[Ir]<-N(c2ccccc2CC)=C(C)C=1C,"['N([C])([C])', 'N([C])([C])']"
46,OCc1c(P(c2ccccc2)c2ccccc2)ccnc1-c1ccccn1,"[19, 26]",OCc1c(P(c2ccccc2)c2ccccc2)ccn2->[Ir]<-n3ccccc3-c12,"['N([C])([C])', 'N([C])([C])']"
46,CC1=C2C3CCN(C(=O)C3)C23C(C)C(N)C1P3c1ccccc1,"[14, 16]",CC1=C2C3CCN(C(=O)C3)C23C(C)C2N->[Ir]<-P3(c3ccccc3)C12,"['N([C])', 'P([C])([C])([C])']"
46,C=CCN1[C]N(Cc2ccccc2CN2[C]N(CCO)C=C2)C=C1,"[4, 15]",C=CCN1C=CN2Cc3ccccc3CN3C=CN(CCO)C3=[Be]->[Ir]<-[Be]=C12,"['Be([C])', 'Be([C])']"
46,PC1(P(c2ccccc2)c2ccccc2)N2CN3CN(C2)CP1C3,"[0, 2]",c1ccc(P2(c3ccccc3)->[Ir]<-PC23N2CN4CN(C2)CP3C4)cc1,"['P([C])', 'P([C])([C])([C])']"
46,CCc1cc(C)cc(C)c1N1[C]N(Cc2cccc(C)n2)C=C1,"[11, 20]",CCc1cc(C)cc(C)c1N1C=CN2Cc3cccc(C)n3->[Ir]<-[Be]=C21,"['Be([C])', 'N([C])([C])']"
46,Cc1cccc(NNc2cccc(-n3cccn3)c2C)c1-n1cccn1,"[7, 21]",Cc1cccc2c1-n1(->[Ir]<-N(c3cccc(-n4cccn4)c3C)N2)cccn1,"['N([C])([C])([N])', 'N([C])([N])']"
46,Cc1cc(-c2nc3cc(C)ccc3[nH]2)nc(-c2nc3c(C)cccc3[nH]2)c1,"[5, 14]",Cc1cc(-c2nc3c(C)cccc3[nH]2)n2->[Ir]<-n3c([nH]c4ccc(C)cc43)-c2c1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)N=CC1(C=Nc2ccccc2)CC(=O)Cc2ccccc21,"[3, 7]",CC(C)N1->[Ir]<-N(c2ccccc2)=CC2(C=1)CC(=O)Cc1ccccc12,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccnc(-c2ccccc2P(c2ccccc2)c2ccccc2)c1,"[4, 12]",Cc1ccn2->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccccc3-c2c1,"['N([C])([C])', 'P([C])([C])([C])']"
46,CN(C)c1ccccc1N=Nc1ccccc1NCc1ccccn1,"[17, 24]",CN(C)c1ccccc1N=Nc1ccccc1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)SCC(C)(C)P(c1ccccc1)c1ccccc1,"[3, 8]",CC(C)S1->[Ir]<-P(c2ccccc2)(c2ccccc2)C(C)(C)C1,"['P([C])([C])([C])', 'S([C])([C])']"
46,CC(=O)OCC1COC(O)C(OC(C)=O)C1NCc1ccccn1,"[16, 23]",CC(=O)OCC1COC(O)C(OC(C)=O)C1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)c1cc(-c2ccccc2)cnc1C=NCc1ccccc1,"[13, 16]",CC(C)c1cc(-c2ccccc2)cn2->[Ir]<-N(Cc3ccccc3)=Cc12,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)C(=O)N(c1ccccc1)P(c1ccccc1)C(C)C,"[4, 12]",CC(C)C1=O->[Ir]<-P(c2ccccc2)(C(C)C)N1c1ccccc1,"['O([C])', 'P([C])([C])([N])']"
46,Cc1cc(C)n(CN(CCC(N)=O)Cn2nc(C)cc2C)n1,"[15, 21]",Cc1cc(C)n2->[Ir]<-n3c(C)cc(C)n3CN(CCC(N)=O)Cn12,"['N([C])([N])', 'N([C])([N])']"
46,[C]NC1(N2[C]N(C(=O)c3ccccc3)C=C2)NC=CN1C(O)c1ccccc1,"[0, 4]",O=C(c1ccccc1)N1C=CN2C1=[Be]->[Ir]<-[Be]=CNC21NC=CN1C(O)c1ccccc1,"['Be([C])', 'Be([C])']"
46,CCc1cccc(N=C(C)C(C)=Nc2cccc(CC)c2)c1,"[7, 12]",CCc1cccc(N2->[Ir]<-N(c3cccc(CC)c3)=C(C)C=2C)c1,"['N([C])([C])', 'N([C])([C])']"
46,Cc1cncc2ccc(NCP(c3ccccc3)c3ccccc3)nc12,"[11, 24]",Cc1cncc2ccc3n(->[Ir]<-P(c4ccccc4)(c4ccccc4)CN3)c12,"['N([C])([C])', 'P([C])([C])([C])']"
46,Fc1ccc(-n2cc(CCP(c3ccccc3)c3ccccc3)nn2)cc1,"[10, 23]",Fc1ccc(-n2cc3n(->[Ir]<-P(c4ccccc4)(c4ccccc4)CC3)n2)cc1,"['N([C])([N])', 'P([C])([C])([C])']"
46,CC(=Nc1ccc(C)c(C)c1)C(C)=Nc1ccc(C)c(C)c1,"[2, 13]",CC1=N(c2ccc(C)c(C)c2)->[Ir]<-N(c2ccc(C)c(C)c2)=C1C,"['N([C])([C])', 'N([C])([C])']"
46,CCN(CC)CC(N)P(c1ccccc1)c1ccccc1,"[2, 7]",CCN1(CC)->[Ir]<-NC(P(c2ccccc2)c2ccccc2)C1,"['N([C])', 'N([C])([C])([C])']"
46,NCCOCCCCC1C=CC=NC1Oc1cnccc1N,"[0, 21]",C1=CC2CCCCOCCN->[Ir]<-Nc3ccncc3OC2N=C1,"['N([C])', 'N([C])']"
46,CC(C)(C=Nc1ccccc1)P(c1ccccc1)c1ccccc1,"[4, 11]",CC1(C)C=N(c2ccccc2)->[Ir]<-P1(c1ccccc1)c1ccccc1,"['N([C])([C])', 'P([C])([C])([C])']"
46,Cc1ccc(C)c(C2N=C(c3ccccn3)NC2c2cccs2)c1C,"[8, 15]",Cc1ccc(C)c(C2C(c3cccs3)NC3=N2->[Ir]<-n2ccccc23)c1C,"['N([C])([C])', 'N([C])([C])']"
46,CC(c1ccccc1)N1[C]N(CCN2[C]N(c3ccccc3)N=C2)C=N1,"[9, 14]",CC(c1ccccc1)N1N=CN2CCN3C=NN(c4ccccc4)C3=[Be]->[Ir]<-[Be]=C21,"['Be([C])', 'Be([C])']"
46,NC1NC(=NCc2ccccc2CN=Cc2ccccc2)C(N)N1,"[4, 13]",NC1NC(=N2->[Ir]<-N(=Cc3ccccc3)Cc3ccccc3C2)C(N)N1,"['N([C])([C])', 'N([C])([C])']"
46,N=CC1(N)C(c2cccnc2)c2ccccc2N=CN1C(=O)c1cccnc1,"[0, 3]",O=C(c1cccnc1)N1C=Nc2ccccc2C(c2cccnc2)C12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
46,CN1C=NC(C=N)(NC23C=CCCC2=NNC3=Nc2cccc(Cl)c2)C1,"[6, 17]",CN1C=NC2(C=N->[Ir]<-N(c3cccc(Cl)c3)=C3NN=C4CCC=CC43N2)C1,"['N([C])', 'N([C])([C])']"
46,[C]Nc1ccccc1C1(C2(N)NC(c3ccccc3)=CN2[C])NC=C(N)N1,"[0, 21]",NC1=CNC2(N1)c1ccccc1NC=[Be]->[Ir]<-[Be]=CN1C=C(c3ccccc3)NC12N,"['Be([C])', 'Be([C])']"
46,CC(=Nc1ccccc1)C(=Nc1ccccc1)Nc1ccccc1C,"[2, 10]",CC1=N(c2ccccc2)->[Ir]<-N(c2ccccc2)=C1Nc1ccccc1C,"['N([C])([C])', 'N([C])([C])']"
46,[C]NCC1(N=Cc2ccc(Br)cc2)NC(N)=C(c2ccccc2)N1C(C)=O,"[0, 4]",CC(=O)N1C(c2ccccc2)=C(N)NC12CNC=[Be]->[Ir]<-N2=Cc1ccc(Br)cc1,"['Be([C])', 'N([C])([C])']"
46,C=C(c1ccccc1)c1nc(CCC)n(Cc2ccccn2)c1N,"[14, 21]",C=C(c1ccccc1)c1nc(CCC)n2(->[Ir]<-n3ccccc3C2)c1N,"['N([C])([C])', 'N([C])([C])([C])']"
46,[C]NC1(N2[C]N(C(C)=C(C)Br)C(Cl)=C2)NC(Cl)=C(Cl)N1Cc1cccc(C)c1,"[0, 4]",CC(Br)=C(C)N1C2=[Be]->[Ir]<-[Be]=CNC3(NC(Cl)=C(Cl)N3Cc3cccc(C)c3)N2C=C1Cl,"['Be([C])', 'Be([C])']"
46,CC(C)C1=NCC(P)(CP(c2ccccc2)c2ccccc2)O1,"[7, 9]",CC(C)C1=NCC2(CP(c3ccccc3)(c3ccccc3)->[Ir]<-P2)O1,"['P([C])', 'P([C])([C])([C])']"
46,Cc1ccc(-c2ccc(-c3ccccc3)c(C)n2)nc1-c1ccccc1,"[17, 18]",Cc1ccc2n(->[Ir]<-n3c-2ccc(-c2ccccc2)c3C)c1-c1ccccc1,"['N([C])([C])', 'N([C])([C])']"
46,Nc1c(-c2ccccc2)n[nH]c1CP(c1ccccc1)c1ccccc1,"[10, 13]",Nc1c(-c2ccccc2)n[nH]2->[Ir]<-P(c3ccccc3)(c3ccccc3)Cc12,"['N([N])([C])', 'P([C])([C])([C])']"
46,CC(C)(C)NC1CCCCC1NC(C)(C)C,"[4, 11]",CC(C)(C)N1->[Ir]<-N(C(C)(C)C)C2CCCCC21,"['N([C])([C])', 'N([C])([C])']"
46,Clc1ccc(NCCN(Cc2ccccn2)Cc2ccccn2)cc1,"[15, 22]",Clc1ccc(NCCN2Cc3ccccn3->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
46,CCC1CN=C(C(C)(C)C2=NCC(Cc3ccccc3)O2)O1,"[4, 10]",CCC1CN2->[Ir]<-N3=C(OC(Cc4ccccc4)C3)C(C)(C)C=2O1,"['N([C])([C])', 'N([C])([C])']"
46,CCC1OCC(OC(C)=O)C(N=Cc2ccccn2)C1OC(C)=O,"[11, 18]",CCC1OCC(OC(C)=O)C(N2->[Ir]<-n3ccccc3C=2)C1OC(C)=O,"['N([C])([C])', 'N([C])([C])']"
46,CCn1nc(CN2[C]N(C(C)C)C=C2)cc1C(C)(C)C,"[3, 7]",CCn1c(C(C)(C)C)cc2n1->[Ir]<-[Be]=C1N(C=CN1C(C)C)C2,"['Be([C])', 'N([C])([N])']"
46,CCOP(=O)(OCC)C(NCc1cccc(Br)c1)c1ccccn1,"[9, 23]",CCOP(=O)(OCC)C1c2ccccn2->[Ir]<-N1Cc1cccc(Br)c1,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccc(P(Cn2cccn2)c2ccc(C(C)C)cc2)cc1,"[5, 11]",Cc1ccc(P2(c3ccc(C(C)C)cc3)->[Ir]<-n3cccn3C2)cc1,"['N([C])([N])', 'P([C])([C])([C])']"
46,COc1ccc(N2CCN(Cc3ccccn3)c3ccccc32)cc1,"[9, 16]",COc1ccc(N2CCN3(->[Ir]<-n4ccccc4C3)c3ccccc32)cc1,"['N([C])([C])', 'N([C])([C])([C])']"
46,[C]Nc1ccccc1C1(C2(N[C])NC=CN2CC)NC=CN1CC,"[0, 11]",CCN1C=CNC12NC=[Be]->[Ir]<-[Be]=CNc1ccccc1C21NC=CN1CC,"['Be([C])', 'Be([C])']"
46,COc1ccccc1N=C1C=CC2(C=CC=CC2)C1=Nc1ccccc1Cl,"[8, 19]",COc1ccccc1N1->[Ir]<-N(c2ccccc2Cl)=C2C=1C=CC21C=CC=CC1,"['N([C])([C])', 'N([C])([C])']"
46,COc1cccc(OC)c1C(C)(C)CPC(C)(C)C,"[7, 14]",COc1cccc2c1C(C)(C)CP(C(C)(C)C)->[Ir]<-O2C,"['O([C])([C])', 'P([C])([C])']"
46,CC(=Nc1ccccc1C(=O)O)C(C)=Nc1ccccc1C(C)C,"[2, 14]",CC1=N(c2ccccc2C(=O)O)->[Ir]<-N(c2ccccc2C(C)C)=C1C,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccc(-c2nccc(-c3cccc(Cl)c3)c2C)nc1-c1cccc(Cl)c1,"[6, 19]",Cc1ccc2n(->[Ir]<-n3ccc(-c4cccc(Cl)c4)c(C)c3-2)c1-c1cccc(Cl)c1,"['N([C])([C])', 'N([C])([C])']"
46,CC(C)(C)NCCNCCC1CCCCC1,"[4, 7]",CC(C)(C)N1->[Ir]<-N(CCC2CCCCC2)CC1,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccc(C=NCCN=Cc2ccc(C)cc2C)c(C)c1,"[6, 9]",Cc1ccc(C=N2->[Ir]<-N(=Cc3ccc(C)cc3C)CC2)c(C)c1,"['N([C])([C])', 'N([C])([C])']"
46,C(=Nc1noc(-c2ccccc2)c1-c1cccc2ccccc12)c1ccccn1,"[1, 28]",C1=N(c2noc(-c3ccccc3)c2-c2cccc3ccccc23)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
46,COP(CCP(c1ccccc1)c1ccccc1)c1ccccc1,"[2, 5]",COP1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)CC1,"['P([C])([C])([C])', 'P([O])([C])([C])']"
46,CN(c1ccccc1Nc1cnccc1N)C1CCCCC1,"[8, 15]",CN(c1ccccc1N1->[Ir]<-Nc2ccncc21)C1CCCCC1,"['N([C])', 'N([C])([C])']"
46,CC(C)P(C)c1ccccc1P(C(C)C)C(C)C,"[3, 11]",CC(C)P1(C)->[Ir]<-P(C(C)C)(C(C)C)c2ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
46,CC(C)c1ccc(N=Cc2cccc(Cc3ccccc3)n2)cc1,"[7, 21]",CC(C)c1ccc(N2->[Ir]<-n3c(cccc3Cc3ccccc3)C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
46,N=CN(C(=NC1CNCCO1)c1ccccc1)C1CNCCO1,"[0, 4]",C1=N->[Ir]<-N(C2CNCCO2)=C(c2ccccc2)N1C1CNCCO1,"['N([C])', 'N([C])([C])']"
46,CC(C)(C)SCCCP(c1ccccc1)c1ccccc1,"[4, 8]",CC(C)(C)S1->[Ir]<-P(c2ccccc2)(c2ccccc2)CCC1,"['P([C])([C])([C])', 'S([C])([C])']"
46,CN(C)CC1(N(P)Cc2cccc(Br)c2)CCCCC1,"[1, 6]",CN1(C)->[Ir]<-PN(Cc2cccc(Br)c2)C2(CCCCC2)C1,"['N([C])([C])([C])', 'P([N])']"
46,CC(C)c1cn[nH]c1CCP(c1ccccc1)c1ccccc1,"[6, 10]",CC(C)c1cn[nH]2->[Ir]<-P(c3ccccc3)(c3ccccc3)CCc12,"['N([N])([C])', 'P([C])([C])([C])']"
46,Cc1ccnc(CN(Cc2ccccn2)Cc2cc(C)ccn2)c1,"[7, 14]",Cc1ccnc(CN2(Cc3cc(C)ccn3)->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])([C])']"
46,[C]C1(N2[C]NC=C2N)NC(C(=O)N(C(C)C)C(C)C)=CC=C1N,"[0, 3]",CC(C)N(C(=O)C1=CC=C(N)C2(C=[Be]->[Ir]<-[Be]=C3NC=C(N)N32)N1)C(C)C,"['Be([C])', 'Be([C])']"
46,Cc1cncc2ncc(CNc3ccncc3Nc3ccncc3N)cc12,"[10, 24]",Cc1cncc2ncc(CN3->[Ir]<-Nc4cnccc4Nc4cnccc43)cc12,"['N([C])', 'N([C])([C])']"
46,Cc1cc(CNc2ccncc2CN)cc(N=Cc2cccnc2)c1,"[5, 13]",Cc1cc(CN2->[Ir]<-NCc3cnccc32)cc(N=Cc2cccnc2)c1,"['N([C])', 'N([C])([C])']"
46,CC(C)P([Se]P(c1ccccc1)c1ccccc1)c1ccccc1,"[3, 5]",CC(C)P1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)[Se]1,"['P([C])([C])([Se])', 'P([C])([C])([Se])']"
46,c1ccc(-c2ccnc(CNCCNCc3ccccn3)c2)cc1,"[10, 13]",c1ccc(-c2ccnc(CN3->[Ir]<-N(Cc4ccccn4)CC3)c2)cc1,"['N([C])([C])', 'N([C])([C])']"
46,[C]NCC(C)(CN1[C]N(Cc2ccccc2)C=C1)c1ccccc1,"[0, 7]",CC1(c2ccccc2)CNC=[Be]->[Ir]<-[Be]=C2N(Cc3ccccc3)C=CN2C1,"['Be([C])', 'Be([C])']"
46,CC(C)C(c1cc(O)ccn1)P(c1ccccc1)c1ccccc1,"[10, 11]",CC(C)C1c2cc(O)ccn2->[Ir]<-P1(c1ccccc1)c1ccccc1,"['N([C])([C])', 'P([C])([C])([C])']"
46,CC(CSC(C)C)CP(c1ccccc1)c1ccccc1,"[3, 8]",CC1CS(C(C)C)->[Ir]<-P(c2ccccc2)(c2ccccc2)C1,"['P([C])([C])([C])', 'S([C])([C])']"
46,C=C(C)C1CCCC(C)C1N=Cc1ccc2ccccc2n1,"[10, 21]",C=C(C)C1CCCC(C)C1N1->[Ir]<-n2c(ccc3ccccc32)C=1,"['N([C])([C])', 'N([C])([C])']"
46,Oc1ccc(C=NNC2=Nc3ccccc3-c3[nH]c4ccc(Br)cc4c3C2)cc1,"[6, 9]",Oc1ccc(C=N2->[Ir]<-N3=C(Cc4c([nH]c5ccc(Br)cc45)-c4ccccc43)N2)cc1,"['N([C])([C])', 'N([C])([N])']"
46,[C]N1CN(c2c(C)ccc(C)c2C)C=C1c1cn(-c2ccccc2)nn1,"[0, 25]",Cc1ccc(C)c(N2C=C3c4cn(-c5ccccc5)nn4->[Ir]<-[Be]=CN3C2)c1C,"['Be([C])', 'N([N])([C])']"
46,CC(C)c1cccc(-c2cnc(-c3cccc(C(C)C)n3)cn2)n1,"[10, 20]",CC(C)c1cccc(-c2cn3->[Ir]<-n4c(cccc4C(C)C)-c3cn2)n1,"['N([C])([C])', 'N([C])([C])']"
46,c1ccc(CNCc2cnccc2NCCc2ccccn2)cc1,"[5, 21]",c1ccc(CN2->[Ir]<-n3ccccc3CCNc3ccncc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
46,c1ccc(-c2nccc(-c3ccncc3)c2-c2cccc(-n3ccnc3)c2)nc1,"[5, 27]",c1cc(-c2c(-c3ccncc3)ccn3->[Ir]<-n4ccccc4-c23)cc(-n2ccnc2)c1,"['N([C])([C])', 'N([C])([C])']"
46,Cc1ccccc1C(Nn1cccn1)(Nn1cccn1)c1ccccc1,"[9, 15]",Cc1ccccc1C1(c2ccccc2)Nn2(->[Ir]<-n3(cccn3)N1)cccn2,"['N([C])([N])([N])', 'N([N])([C])([N])']"
46,CC1C(C)P12(c1ccccc1)C1CP(c3ccccc3)CC12,"[4, 13]",CC1C(C)P123(c1ccccc1)->[Ir]<-P1(c4ccccc4)CC2C3C1,"['P([C])([C])([C])', 'P([C])([C])([C])([C])([C])']"
46,CC(=NCCCN=C1C2CCC1C(C)(C)C2C)C(=O)O,"[2, 6]",CC(C(=O)O)=N1->[Ir]<-N(=C2C3CCC2C(C)(C)C3C)CCC1,"['N([C])([C])', 'N([C])([C])']"
46,NC1CNCCN(c2ccccc2)CCN1c1ccccc1,"[3, 15]",NC1CN2->[Ir]<-N1(c1ccccc1)CCN(c1ccccc1)CC2,"['N([C])([C])', 'N([C])([C])([C])']"
46,Cc1cccc(N2C(C=Nc3ccccc3)=NCC2(C)C)c1C,"[6, 9]",Cc1cccc(N23->[Ir]<-N(c4ccccc4)=CC2=NCC3(C)C)c1C,"['N([C])([C])', 'N([C])([C])([C])']"
