Ligand ID,Heavy atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
uncond_mono-min15k-10152,15,C=C(Cn1ccnc1)c1ccccc1,[6],[Li]<-n1ccn(CC(=C)c2ccccc2)c1,['N([C])([C])']
uncond_mono-min15k-10153,15,CN(C)c1ccc(-n2cncn2)nn1,[11],[Li]<-n1cncn1-c1ccc(N(C)C)nn1,['N([C])([N])']
uncond_mono-min15k-10154,15,Nc1ccccc1NC1CCCCC1,[0],[Li]<-Nc1ccccc1NC1CCCCC1,['N([C])']
uncond_mono-min15k-10155,15,Cc1ccc(Cc2ccccn2)cc1,[11],[Li]<-n1ccccc1Cc1ccc(C)cc1,['N([C])([C])']
uncond_mono-min15k-10156,15,Cc1cc(CO)p(-c2ccccc2)c1,[6],[Li]<-p1(-c2ccccc2)cc(C)cc1CO,['P([C])([C])([C])']
uncond_mono-min15k-10157,15,C=C(C)P(c1ccccc1)C(C)(C)C,[3],[Li]<-P(C(=C)C)(c1ccccc1)C(C)(C)C,['P([C])([C])([C])']
uncond_mono-min15k-10158,15,CCOC(=C(C)C#N)c1ccccc1,[7],[Li]<-N#CC(C)=C(OCC)c1ccccc1,['N([C])']
uncond_mono-min15k-10159,15,NC1=C(I)N(Cc2ccccc2)[C]N1,[12],[Be]=C1NC(N)=C(I)N1Cc1ccccc1,['C_carb([N])([N])']
uncond_mono-min15k-10160,15,Cc1cccc(N=Nc2cncs2)c1,[10],[Li]<-n1csc(N=Nc2cccc(C)c2)c1,['N([C])([C])']
uncond_mono-min15k-10161,15,CC(C)OC(C)N=C1NC(N)NC1N,[6],[Li]<-N(=C1NC(N)NC1N)C(C)OC(C)C,['N([C])([C])']
uncond_mono-min15k-10162,15,CCOC(=O)C1C=NC(NC(C)=O)C1,[7],[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,['N([C])([C])']
uncond_mono-min15k-10163,15,CC(C)c1cncn1-c1ccccc1,[5],[Li]<-n1cc(C(C)C)n(-c2ccccc2)c1,['N([C])([C])']
uncond_mono-min15k-10164,15,CC1=CC(c2ccc(Br)cc2)[N+]([O-])=C1,[12],[Li]<-[O-][N+]1=CC(C)=CC1c1ccc(Br)cc1,['O([N])']
uncond_mono-min15k-10165,15,C=CCN1[C]N(c2ccccc2)N=C1,[4],[Be]=C1N(CC=C)C=NN1c1ccccc1,['C_carb([N])([N])']
uncond_mono-min15k-10166,15,CC1(C)CC2C(=N)C(=O)C1(C)C2(C)C,[6],[Li]<-N=C1C(=O)C2(C)C(C)(C)CC1C2(C)C,['N([C])']
uncond_mono-min15k-10167,15,CC1=CC(=Cc2ccncc2)C=CO1,[8],[Li]<-n1ccc(C=C2C=COC(C)=C2)cc1,['N([C])([C])']
uncond_mono-min15k-10168,15,C(=Nc1ccccn1)c1cccnc1,[7],[Li]<-n1ccccc1N=Cc1cccnc1,['N([C])([C])']
uncond_mono-min15k-10169,15,CC(C)(C)C1NC=Nc2ccccc21,[5],[Li]<-N1C=Nc2ccccc2C1C(C)(C)C,['N([C])([C])']
uncond_mono-min15k-10170,15,CSc1cccc2ncn(C(C)=O)c12,[7],[Li]<-n1cn(C(C)=O)c2c(SC)cccc21,['N([C])([C])']
uncond_mono-min15k-10171,15,COc1ccc(C(C)N[C]CCl)cc1,[9],[Be]=C(CCl)NC(C)c1ccc(OC)cc1,['C_carb([C])([N])']
uncond_mono-min15k-10172,15,CC(C)(N)CP(C(C)(C)C)C(C)(C)C,[5],[Li]<-P(CC(C)(C)N)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
uncond_mono-min15k-10173,15,CP(NCC(F)C(C)(C)C)C(C)(C)C,[1],[Li]<-P(C)(NCC(F)C(C)(C)C)C(C)(C)C,['P([C])([N])([C])']
uncond_mono-min15k-10174,15,COC(=O)C1=CC2(C)C(C)=CC1P2Br,[12],[Li]<-P1(Br)C2C=C(C)C1(C)C=C2C(=O)OC,['P([Br])([C])([C])']
uncond_mono-min15k-10175,15,COc1ccc2c(c1)ncn2CCO,[8],[Li]<-n1cn(CCO)c2ccc(OC)cc21,['N([C])([C])']
uncond_mono-min15k-10176,15,Cc1ccc(C(C)n2ccnc2)cc1,[10],[Li]<-n1ccn(C(C)c2ccc(C)cc2)c1,['N([C])([C])']
uncond_mono-min15k-10177,15,[C](Nc1ccccc1)c1ccncc1,[0],[Be]=C(Nc1ccccc1)c1ccncc1,['C_carb([N])([C])']
uncond_mono-min15k-10178,15,CCN([C]C#Cc1ccccc1)CC,[3],[Be]=C(C#Cc1ccccc1)N(CC)CC,['C_carb([C])([N])']
uncond_mono-min15k-10179,15,CC(C)=Pc1ccc([Si](C)(C)C)cc1,[3],[Li]<-P(=C(C)C)c1ccc([Si](C)(C)C)cc1,['P([C])([C])']
uncond_mono-min15k-10180,15,S=C(NCc1ccco1)c1cccs1,[0],[Li]<-S=C(NCc1ccco1)c1cccs1,['S([C])']
uncond_mono-min15k-10181,15,Cc1cncn1C(=O)c1ccccc1,[3],[Li]<-n1cc(C)n(C(=O)c2ccccc2)c1,['N([C])([C])']
uncond_mono-min15k-10182,15,CC(=O)NC1N=Cc2cccc(C)c21,[5],[Li]<-N1=Cc2cccc(C)c2C1NC(C)=O,['N([C])([C])']
uncond_mono-min15k-10183,15,FC(F)(F)C1CNCc2ccccc21,[6],[Li]<-N1Cc2ccccc2C(C(F)(F)F)C1,['N([C])([C])']
uncond_mono-min15k-10184,15,CC1(C)CP(C(C)(C)C)CC(C)(C)C1,[4],[Li]<-P1(C(C)(C)C)CC(C)(C)CC(C)(C)C1,['P([C])([C])([C])']
uncond_mono-min15k-10185,15,C[C]C(C(F)(F)F)C(O)(O)C(F)(F)F,[1],[Be]=C(C)C(C(F)(F)F)C(O)(O)C(F)(F)F,['C_carb([C])([C])']
uncond_mono-min15k-10186,15,CC1(C)CCNC(c2ccccc2)C1,[5],[Li]<-N1CCC(C)(C)CC1c1ccccc1,['N([C])([C])']
uncond_mono-min15k-10187,15,CC1C(N)CC(=N)CC12C=[S+]CCS2,[6],[Li]<-N=C1CC(N)C(C)C2(C=[S+]CCS2)C1,['N([C])']
uncond_mono-min15k-10188,15,Nc1[nH]cnc1-c1c(F)cccc1F,[2],[Li]<-[nH]1cnc(-c2c(F)cccc2F)c1N,['N([C])([C])']
uncond_mono-min15k-10189,15,CN1[C]N(Cc2ccc(Br)cc2)C=C1,[2],[Be]=C1N(C)C=CN1Cc1ccc(Br)cc1,['C_carb([N])([N])']
uncond_mono-min15k-10190,15,NC(F)(c1ccccc1)C1CCSC1,[12],[Li]<-S1CCC(C(N)(F)c2ccccc2)C1,['S([C])([C])']
uncond_mono-min15k-10191,15,Cn1c(=O)[nH]c2c(C(N)=O)cccc21,[3],[Li]<-O=c1[nH]c2c(C(N)=O)cccc2n1C,['O([C])']
uncond_mono-min15k-10192,15,CCOC(=O)c1cn(C)c(COC)n1,[13],[Li]<-n1c(C(=O)OCC)cn(C)c1COC,['N([C])([C])']
uncond_mono-min15k-10193,15,Cc1cccc(C(=O)CC(C)(C)C)c1,[7],[Li]<-O=C(CC(C)(C)C)c1cccc(C)c1,['O([C])']
uncond_mono-min15k-10194,15,COc1ccc(C(C)(N)C(C)C)cc1,[8],[Li]<-NC(C)(c1ccc(OC)cc1)C(C)C,['N([C])']
uncond_mono-min15k-10195,15,Cc1cc(C)n(C2C=NC(C)(C)C2)n1,[8],[Li]<-N1=CC(n2nc(C)cc2C)CC1(C)C,['N([C])([C])']
uncond_mono-min15k-10196,15,CC(=O)c1cccc2ccc(C)nc12,[12],[Li]<-n1c(C)ccc2cccc(C(C)=O)c21,['N([C])([C])']
uncond_mono-min15k-10197,15,Cc1ccc(N2CNC(=S)C2)cc1C,[9],[Li]<-S=C1CN(c2ccc(C)c(C)c2)CN1,['S([C])']
uncond_mono-min15k-10198,15,CC(=O)CN1[C]N(CC(C)(C)C)CC1,[5],[Be]=C1N(CC(C)=O)CCN1CC(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10199,15,CCN([C]Nc1ccc(I)cc1)CC,[3],[Be]=C(Nc1ccc(I)cc1)N(CC)CC,['C_carb([N])([N])']
uncond_mono-min15k-10200,15,COC(OC)C1Cc2ccccc2N1,[13],[Li]<-N1c2ccccc2CC1C(OC)OC,['N([C])([C])']
uncond_mono-min15k-10201,15,CC(C)(C)P(O)c1cccc(C#N)c1,[4],[Li]<-P(O)(c1cccc(C#N)c1)C(C)(C)C,['P([O])([C])([C])']
uncond_mono-min15k-10202,15,CC(C)Cc1cccc(C(C)(C)O)n1,[13],[Li]<-n1c(CC(C)C)cccc1C(C)(C)O,['N([C])([C])']
uncond_mono-min15k-10203,15,COc1ccn(Cc2ccccc2)n1,[13],[Li]<-n1c(OC)ccn1Cc1ccccc1,['N([C])([N])']
uncond_mono-min15k-10204,15,CCO[C]C(C)C=C(OC)[Si](C)(C)C,[3],[Be]=C(OCC)C(C)C=C(OC)[Si](C)(C)C,['C_carb([O])([C])']
uncond_mono-min15k-10205,15,Cc1cccc(C2(N)CCCNC2)c1,[11],[Li]<-N1CCCC(N)(c2cccc(C)c2)C1,['N([C])([C])']
uncond_mono-min15k-10206,15,COc1ccc(COC(=O)CN)cc1,[11],[Li]<-NCC(=O)OCc1ccc(OC)cc1,['N([C])']
uncond_mono-min15k-10207,15,CO[C]c1ccccc1N1CCCC1,[2],[Be]=C(OC)c1ccccc1N1CCCC1,['C_carb([O])([C])']
uncond_mono-min15k-10208,15,CCN(CC)C(=S)C=Cc1ccco1,[6],[Li]<-S=C(C=Cc1ccco1)N(CC)CC,['S([C])']
uncond_mono-min15k-10209,15,C=COP(C(C)=C=C=C(C)C)C(C)C,[3],[Li]<-P(OC=C)(C(C)=C=C=C(C)C)C(C)C,['P([O])([C])([C])']
uncond_mono-min15k-10210,15,Cn1c(-c2ccccc2Br)n[nH]c1=S,[13],[Li]<-S=c1[nH]nc(-c2ccccc2Br)n1C,['S([C])']
uncond_mono-min15k-10211,15,CCC1=NN[PH](=O)(c2cccs2)=C1O,[3],[Li]<-N1=C(CC)C(O)=[PH](=O)(c2cccs2)N1,['N([C])([N])']
uncond_mono-min15k-10212,15,CC(C)=Cc1cccc2c1N(C)[C]S2,[12],[Be]=C1Sc2cccc(C=C(C)C)c2N1C,['C_carb([S])([N])']
uncond_mono-min15k-10213,15,N#CC1(c2cccc(Cl)c2)COCO1,[0],[Li]<-N#CC1(c2cccc(Cl)c2)COCO1,['N([C])']
uncond_mono-min15k-10214,16,CP(Oc1ccccc1)c1ccccc1,[1],[Li]<-P(C)(Oc1ccccc1)c1ccccc1,['P([C])([O])([C])']
uncond_mono-min15k-10215,16,CN(N=CC(=O)[O-])C(=O)c1ccccc1,[5],[Li]<-O=C([O-])C=NN(C)C(=O)c1ccccc1,['O([C])']
uncond_mono-min15k-10216,16,CC(C)(C)P(N1CCCCC1)C(C)(C)C,[4],[Li]<-P(N1CCCCC1)(C(C)(C)C)C(C)(C)C,['P([N])([C])([C])']
uncond_mono-min15k-10217,16,CC1=COP(C([Si](C)(C)C)[Si](C)(C)C)O1,[4],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OC=C(C)O1,['P([C])([O])([O])']
uncond_mono-min15k-10218,16,CC(C)N(P[SiH](C(C)C)C(C)C)C(C)C,[4],[Li]<-P(N(C(C)C)C(C)C)[SiH](C(C)C)C(C)C,['P([N])([Si])']
uncond_mono-min15k-10219,16,CC1CCSc2nc3ccccc3n2C1,[6],[Li]<-n1c2n(c3ccccc31)CC(C)CCS2,['N([C])([C])']
uncond_mono-min15k-10220,16,CC(C)N1[C]N(Cc2ccccn2)C=C1,[4],[Be]=C1N(Cc2ccccn2)C=CN1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10221,16,OP(c1ccccc1)C1CCCCCC1,[1],[Li]<-P(O)(c1ccccc1)C1CCCCCC1,['P([O])([C])([C])']
uncond_mono-min15k-10222,16,C=C(C)Oc1ccccc1NC(=N)CC,[12],[Li]<-N=C(CC)Nc1ccccc1OC(=C)C,['N([C])']
uncond_mono-min15k-10223,16,CC1=C(C)C2CCC1P2c1ccccc1,[8],[Li]<-P1(c2ccccc2)C2CCC1C(C)=C2C,['P([C])([C])([C])']
uncond_mono-min15k-10224,16,CCc1ccc(N2[C]SC(C)=C2C)cc1,[7],[Be]=C1SC(C)=C(C)N1c1ccc(CC)cc1,['C_carb([S])([N])']
uncond_mono-min15k-10225,16,c1ccc(-c2nc3ccccn3n2)cc1,[11],[Li]<-n12ccccc1nc(-c1ccccc1)n2,['N([C])([C])([N])']
uncond_mono-min15k-10226,16,CC1(C)CCN([C]NC2CCCCC2)C1,[6],[Be]=C(NC1CCCCC1)N1CCC(C)(C)C1,['C_carb([N])([N])']
uncond_mono-min15k-10227,16,CC(N=Cc1ccoc1)c1ccccc1,[2],[Li]<-N(=Cc1ccoc1)C(C)c1ccccc1,['N([C])([C])']
uncond_mono-min15k-10228,16,CCP(CC)(CC)=Nc1ccccc1C,[7],[Li]<-N(c1ccccc1C)=P(CC)(CC)CC,['N([C])([P])']
uncond_mono-min15k-10229,16,CC(C)=C[C]NCCOc1ccccc1,[4],[Be]=C(C=C(C)C)NCCOc1ccccc1,['C_carb([C])([N])']
uncond_mono-min15k-10230,16,CC1CC2C(=NO)C1C(C)(C)C2(C)CO,[5],[Li]<-N(O)=C1C2C(C)CC1C(C)(CO)C2(C)C,['N([O])([C])']
uncond_mono-min15k-10231,16,CC(C)N1[C]N(c2ccccc2F)C=C1,[4],[Be]=C1N(c2ccccc2F)C=CN1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10232,16,Cc1cnc(C=Nc2ccccc2)cn1,[14],[Li]<-n1cc(C=Nc2ccccc2)ncc1C,['N([C])([C])']
uncond_mono-min15k-10233,16,CC(=Nc1ccccc1)c1ccncc1,[12],[Li]<-n1ccc(C(C)=Nc2ccccc2)cc1,['N([C])([C])']
uncond_mono-min15k-10234,16,CC(C)(C)N1[C]NC2(NCCC2(C)C)O1,[5],[Be]=C1NC2(NCCC2(C)C)ON1C(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10235,16,CCOC(C)N1[C]N(C)c2ccccc21,[6],[Be]=C1N(C)c2ccccc2N1C(C)OCC,['C_carb([N])([N])']
uncond_mono-min15k-10236,16,CC(C)(C)P(c1ccccn1)C(C)(C)C,[4],[Li]<-P(c1ccccn1)(C(C)(C)C)C(C)(C)C,['P([C])([C])([C])']
uncond_mono-min15k-10237,16,c1ccc(C2OP2c2ccccc2)cc1,[6],[Li]<-P1(c2ccccc2)OC1c1ccccc1,['P([C])([O])([C])']
uncond_mono-min15k-10238,16,CC(C)n1ccn(-c2ccccc2)c1=S,[14],[Li]<-S=c1n(-c2ccccc2)ccn1C(C)C,['S([C])']
uncond_mono-min15k-10239,16,CC(C)N([C]Nc1ccccn1)C(C)C,[4],[Be]=C(Nc1ccccn1)N(C(C)C)C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10240,16,CCn1cnc2c1c(=O)n(C)c(=O)n2C,[4],[Li]<-n1cn(CC)c2c(=O)n(C)c(=O)n(C)c21,['N([C])([C])']
uncond_mono-min15k-10241,16,S=C(Nc1ccccc1)c1cccnc1,[0],[Li]<-S=C(Nc1ccccc1)c1cccnc1,['S([C])']
uncond_mono-min15k-10242,16,CC(=Cc1cccnc1)N1CCCC1=O,[7],[Li]<-n1cccc(C=C(C)N2CCCC2=O)c1,['N([C])([C])']
uncond_mono-min15k-10243,16,[C]=CC(=O)Nc1cccc2ccccc12,[0],[Be]=C=CC(=O)Nc1cccc2ccccc12,['C_carb([C])']
uncond_mono-min15k-10244,16,CCN1[C]NC23C=CC=CC12C=CC=C3,[3],[Be]=C1NC23C=CC=CC2(C=CC=C3)N1CC,['C_carb([N])([N])']
uncond_mono-min15k-10245,16,Cc1ccc(N[C]c2ccccc2)cc1,[6],[Be]=C(Nc1ccc(C)cc1)c1ccccc1,['C_carb([N])([C])']
uncond_mono-min15k-10246,16,CCn1ccnc1N=Nc1ccccc1,[5],[Li]<-n1ccn(CC)c1N=Nc1ccccc1,['N([C])([C])']
uncond_mono-min15k-10247,16,CN1[C]N(CC(=O)c2ccccc2)C=C1,[2],[Be]=C1N(C)C=CN1CC(=O)c1ccccc1,['C_carb([N])([N])']
uncond_mono-min15k-10248,16,CC(C)N([C]Nc1ccccc1)C(C)C,[4],[Be]=C(Nc1ccccc1)N(C(C)C)C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10249,16,Cc1cnccc1N1[C]N(C(C)C)C=C1,[8],[Be]=C1N(c2ccncc2C)C=CN1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10250,16,CC=C[C]N(Cc1ccccc1)N(C)C,[3],[Be]=C(C=CC)N(Cc1ccccc1)N(C)C,['C_carb([C])([N])']
uncond_mono-min15k-10251,16,Cn1ccn(C)c1=NCc1ccccc1,[7],[Li]<-N(Cc1ccccc1)=c1n(C)ccn1C,['N([C])([C])']
uncond_mono-min15k-10252,16,CCc1ccccc1N1[C]N(CC)C=C1,[9],[Be]=C1N(CC)C=CN1c1ccccc1CC,['C_carb([N])([N])']
uncond_mono-min15k-10253,16,COc1ccccc1-c1ncccc1Br,[9],[Li]<-n1cccc(Br)c1-c1ccccc1OC,['N([C])([C])']
uncond_mono-min15k-10254,16,c1cncc(-n2nnc3ccccc32)c1,[7],[Li]<-n1nn(-c2cccnc2)c2ccccc21,['N([N])([C])']
uncond_mono-min15k-10255,16,CC(=N)N1CCN(c2ccccn2)CC1,[2],[Li]<-N=C(C)N1CCN(c2ccccn2)CC1,['N([C])']
uncond_mono-min15k-10256,16,C[C]Nc1cc(C(C)C)cc(C(C)C)c1,[1],[Be]=C(C)Nc1cc(C(C)C)cc(C(C)C)c1,['C_carb([C])([N])']
uncond_mono-min15k-10257,16,CCN(CC)C(Br)P(C)c1ccccc1,[7],[Li]<-P(C)(c1ccccc1)C(Br)N(CC)CC,['P([C])([C])([C])']
uncond_mono-min15k-10258,16,Cc1cc(C)c(N2[C]N(C)N=N2)c(C)c1,[7],[Be]=C1N(C)N=NN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
uncond_mono-min15k-10259,16,N=c1[nH]c(N)cn1Cc1ccc(I)cc1,[0],[Li]<-N=c1[nH]c(N)cn1Cc1ccc(I)cc1,['N([C])']
uncond_mono-min15k-10260,16,Cc1cc(N2[C]NC=C2N)cc(C)c1C,[5],[Be]=C1NC=C(N)N1c1cc(C)c(C)c(C)c1,['C_carb([N])([N])']
uncond_mono-min15k-10261,16,C=C(C)OP(Cl)C([Si](C)(C)C)[Si](C)(C)C,[4],[Li]<-P(Cl)(OC(=C)C)C([Si](C)(C)C)[Si](C)(C)C,['P([Cl])([O])([C])']
uncond_mono-min15k-10262,16,CC1=C(C)SC(=C(C)c2[nH]ncc2C)S1,[9],[Li]<-[nH]1ncc(C)c1C(C)=C1SC(C)=C(C)S1,['N([N])([C])']
uncond_mono-min15k-10263,16,CC(C)N1[C]N(C(C)C)c2ccccc21,[4],[Be]=C1N(C(C)C)c2ccccc2N1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10264,16,CC1CCCCC1P(C)c1ccccc1,[7],[Li]<-P(C)(c1ccccc1)C1CCCCC1C,['P([C])([C])([C])']
uncond_mono-min15k-10265,16,CC1=CC(C)N(c2ccc(F)cc2)SC1,[13],[Li]<-S1CC(C)=CC(C)N1c1ccc(F)cc1,['S([C])([N])']
uncond_mono-min15k-10266,16,CCCN1[C]N(C(C)(C)C)C(C(C)C)C1,[4],[Be]=C1N(CCC)CC(C(C)C)N1C(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10267,16,COC(=O)c1cc(P)cc(C(=O)OC)c1,[7],[Li]<-Pc1cc(C(=O)OC)cc(C(=O)OC)c1,['P([C])']
uncond_mono-min15k-10268,16,CC(=O)OC(N1[C]N(C)CC1)C(C)(C)C,[6],[Be]=C1N(C)CCN1C(OC(C)=O)C(C)(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10269,16,Cc1cncc(-c2cccc(C#N)c2)c1,[3],[Li]<-n1cc(C)cc(-c2cccc(C#N)c2)c1,['N([C])([C])']
uncond_mono-min15k-10270,16,NC1=[S+]C2=Cc3ccccc3C(=[NH2+])C2=N1,[14],[Li]<-N1=C2C(=[NH2+])c3ccccc3C=C2[S+]=C1N,['N([C])([C])']
uncond_mono-min15k-10271,16,[C]1Nc2ccccc2N1c1ccccn1,[0],[Be]=C1Nc2ccccc2N1c1ccccn1,['C_carb([N])([N])']
uncond_mono-min15k-10272,16,CCN1[C]N(C(C(=O)OC)C(C)C)C=C1,[3],[Be]=C1N(CC)C=CN1C(C(=O)OC)C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10273,16,Cc1cc(C)cc(CN2[C]NC=C2N)c1,[9],[Be]=C1NC=C(N)N1Cc1cc(C)cc(C)c1,['C_carb([N])([N])']
uncond_mono-min15k-10274,16,NC1[C]Cc2ccc3ccccc3c2N1,[2],[Be]=C1Cc2ccc3ccccc3c2NC1N,['C_carb([C])([C])']
uncond_mono-min15k-10275,16,CCCCN(C)C(=O)Cc1ncc(C)[nH]1,[10],[Li]<-n1cc(C)[nH]c1CC(=O)N(C)CCCC,['N([C])([C])']
uncond_mono-min15k-10276,16,CCCC1OP1C([Si](C)(C)C)[Si](C)(C)C,[5],[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OC1CCC,['P([C])([O])([C])']
uncond_mono-min15k-10277,16,COC(=O)CN1[C]N(C)c2ccccc21,[6],[Be]=C1N(C)c2ccccc2N1CC(=O)OC,['C_carb([N])([N])']
uncond_mono-min15k-10278,16,CN(C)[C]Nc1ccc2ccncc2c1,[3],[Be]=C(Nc1ccc2ccncc2c1)N(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10279,16,Cc1cc(C)c(N2[C]N(C)C=C2)c(C)c1,[7],[Be]=C1N(C)C=CN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
uncond_mono-min15k-10280,16,COc1ccccc1C(C)N1[C]NC=C1,[11],[Be]=C1NC=CN1C(C)c1ccccc1OC,['C_carb([N])([N])']
uncond_mono-min15k-10281,16,C=CCN1[C]N(c2ccc(Cl)cc2)C=C1,[4],[Be]=C1N(CC=C)C=CN1c1ccc(Cl)cc1,['C_carb([N])([N])']
uncond_mono-min15k-10282,16,c1cncc(C2Cc3ccccc3S2)c1,[2],[Li]<-n1cccc(C2Cc3ccccc3S2)c1,['N([C])([C])']
uncond_mono-min15k-10283,16,Cc1nc(C)c(P(CN)c2ccoc2)[nH]1,[6],[Li]<-P(CN)(c1ccoc1)c1[nH]c(C)nc1C,['P([C])([C])([C])']
uncond_mono-min15k-10284,16,CSP(c1ccccc1)c1ccccc1,[2],[Li]<-P(SC)(c1ccccc1)c1ccccc1,['P([S])([C])([C])']
uncond_mono-min15k-10285,16,CC12CC3(C)OC(C)(CC(C)(O1)P3O)O2,[12],[Li]<-P1(O)C2(C)CC3(C)OC(C)(CC1(C)O3)O2,['P([O])([C])([C])']
uncond_mono-min15k-10286,16,CC(NC(=O)c1ccccn1)O[N+](=O)[O-],[10],[Li]<-n1ccccc1C(=O)NC(C)O[N+](=O)[O-],['N([C])([C])']
uncond_mono-min15k-10287,16,CC(C)N1[C]N(Cc2ccccc2)C=C1,[4],[Be]=C1N(Cc2ccccc2)C=CN1C(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10288,16,CC(C)(C)P(N1CCOCC1)C(C)(C)C,[4],[Li]<-P(N1CCOCC1)(C(C)(C)C)C(C)(C)C,['P([N])([C])([C])']
uncond_mono-min15k-10289,16,CCC1(N)CNCC(c2ccccc2)C1,[5],[Li]<-N1CC(c2ccccc2)CC(N)(CC)C1,['N([C])([C])']
uncond_mono-min15k-10290,16,CP(=S)(c1ccccc1)c1ccccc1,[2],[Li]<-S=P(C)(c1ccccc1)c1ccccc1,['S([P])']
uncond_mono-min15k-10291,16,CC(C)(C)C=NP(C(C)(C)C)C(C)(C)C,[6],[Li]<-P(N=CC(C)(C)C)(C(C)(C)C)C(C)(C)C,['P([N])([C])([C])']
uncond_mono-min15k-10292,16,COc1ccccc1Nc1cccnc1,[13],[Li]<-n1cccc(Nc2ccccc2OC)c1,['N([C])([C])']
uncond_mono-min15k-10293,16,c1ccc(NCCc2ccccn2)cc1,[12],[Li]<-n1ccccc1CCNc1ccccc1,['N([C])([C])']
uncond_mono-min15k-10294,16,Nc1cccc2nc3ccccc3cc12,[6],[Li]<-n1c2ccccc2cc2c(N)cccc21,['N([C])([C])']
uncond_mono-min15k-10295,16,CNC(=S)NN=C(C)c1ccncc1Br,[3],[Li]<-S=C(NC)NN=C(C)c1ccncc1Br,['S([C])']
uncond_mono-min15k-10296,16,NC1NCC(=NCC(=O)NC2CC2)C1=O,[5],[Li]<-N(CC(=O)NC1CC1)=C1CNC(N)C1=O,['N([C])([C])']
uncond_mono-min15k-10297,16,c1ccc(-c2nc3ccccc3[nH]2)nc1,[12],[Li]<-[nH]1c(-c2ccccn2)nc2ccccc21,['N([C])([C])']
uncond_mono-min15k-10298,16,[C]1OCCN1c1ccc2ccccc2c1,[0],[Be]=C1OCCN1c1ccc2ccccc2c1,['C_carb([O])([N])']
uncond_mono-min15k-10299,16,S=C(Nc1ccccc1)c1ccccc1,[0],[Li]<-S=C(Nc1ccccc1)c1ccccc1,['S([C])']
uncond_mono-min15k-10300,16,c1ccc2sc(-c3ccncc3)cc2c1,[9],[Li]<-n1ccc(-c2cc3ccccc3s2)cc1,['N([C])([C])']
uncond_mono-min15k-10301,16,NC1NC(=NCc2ccccc2)C(N)N1,[4],[Li]<-N(Cc1ccccc1)=C1NC(N)NC1N,['N([C])([C])']
uncond_mono-min15k-10302,16,Cc1ccc(C)c(N2[C]NC=C2N)c1C,[8],[Be]=C1NC=C(N)N1c1c(C)ccc(C)c1C,['C_carb([N])([N])']
uncond_mono-min15k-10303,16,CCCn1cnc2c(=O)n(C)c(=O)[nH]c21,[5],[Li]<-n1cn(CCC)c2[nH]c(=O)n(C)c(=O)c21,['N([C])([C])']
uncond_mono-min15k-10304,16,CC(C)CN1[C]N(CC(C)C)CCCC1,[5],[Be]=C1N(CC(C)C)CCCCN1CC(C)C,['C_carb([N])([N])']
uncond_mono-min15k-10305,16,CC(C(=O)c1ccccc1)n1ccnc1,[13],[Li]<-n1ccn(C(C)C(=O)c2ccccc2)c1,['N([C])([C])']
uncond_mono-min15k-10306,16,CN=C(c1ccccc1)c1ccccc1,[1],[Li]<-N(C)=C(c1ccccc1)c1ccccc1,['N([C])([C])']
uncond_mono-min15k-10307,16,CC(C)=C(C)P(c1ccccc1)C(C)C,[5],[Li]<-P(C(C)=C(C)C)(c1ccccc1)C(C)C,['P([C])([C])([C])']
uncond_mono-min15k-10308,16,[C]1NCCCCCN1Cc1ccccc1,[0],[Be]=C1NCCCCCN1Cc1ccccc1,['C_carb([N])([N])']
uncond_mono-min15k-10309,16,Cc1nnnn1-c1ccccc1[N+](=O)[O-],[4],[Li]<-n1nnc(C)n1-c1ccccc1[N+](=O)[O-],['N([N])([N])']
uncond_mono-min15k-10310,16,c1ccc2[nH]c(Cn3cnnn3)nc2c1,[4],[Li]<-[nH]1c(Cn2cnnn2)nc2ccccc21,['N([C])([C])']
uncond_mono-min15k-10311,16,Nc1ccccc1N=Cc1cccnc1,[13],[Li]<-n1cccc(C=Nc2ccccc2N)c1,['N([C])([C])']
uncond_mono-min15k-10312,16,COCNC(=O)CN=Cc1ccncc1,[12],[Li]<-n1ccc(C=NCC(=O)NCOC)cc1,['N([C])([C])']
