,Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Original encoded SMILES again,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization,Original ligand ID,Optimized ligand ID,Sampling region,Optimization direction,Valid
9,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Li]<-p1(-c2cc(C(C)C)cc(C(F)(F)F)c2)cc(C)c(C)c1,0.2025316455696202,log P,False,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-9804,High log P,O1,True
0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Be]=C1N(C)CC(N)(C(O)O)N1c1ccccc1C#N,0.2432432432432432,G parameter,False,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-8930,High log P,O2,True
1,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Be]=C1N(C)c2ccccc2CN1C(C)(C)C,0.25,G parameter,False,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O2_optimized-uncond_mono-novel_remainder-1059,High log P,O2,True
2,[Li]<-p1(C)c(C)c(C)c2ccccc21,3.980240000000002,23.213433073372595,0,0,[Li]<-p1(C)c(C)c(C)c2ccccc21,[Be]=C1N(C)C=CN1Cc1ccc(C)c(C)c1,0.234375,G parameter,False,uncond_mono-min15k-5398,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-5398,High log P,O2,True
3,[Li]<-N(c1ccccc1)c1ccccc1,3.430200000000001,25.306382301448355,0,0,[Li]<-N(c1ccccc1)c1ccccc1,[Be]=C1N(c2ccccc2)C(N)=CN1C(C)c1ccccc1,0.3835616438356164,G parameter,False,uncond_mono-min15k-8006,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-8006,High log P,O2,True
4,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,24.92439917236989,0,0,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,[Be]=C1N(C)OC(c2ccccc2)N1C(C)C,0.2328767123287671,G parameter,False,uncond_mono-min15k-10493,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-10493,High log P,O2,True
5,[Li]<-P(CC(C)C)CC(C)(C)C,3.3670000000000027,24.733407607830653,0,0,[Li]<-P(CC(C)C)CC(C)(C)C,[Be]=C1N(CC(C)C)C=C(C(C)(C)N)N1C,0.25,G parameter,False,uncond_mono-min15k-2783,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-2783,High log P,O2,True
6,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,4.592200000000004,24.86073531752348,0,0,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,[Be]=C1N(C)C=CN1C(C)c1ccc(C(C)=O)cc1,0.2125,G parameter,False,uncond_mono-min15k-14471,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-14471,High log P,O2,True
7,[Li]<-N(=Cc1cccs1)c1ccccc1I,4.103300000000002,23.01448352697756,0,0,[Li]<-N(=Cc1cccs1)c1ccccc1I,[Be]=C1N(CC)C=CN1c1ccccc1SCC=C,0.2051282051282051,G parameter,False,uncond_mono-min15k-9095,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-9095,High log P,O2,True
8,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,4.811900000000004,23.58745822059525,0,0,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,[Be]=C1N(Cc2ccccc2)CC(c2ccc(C)cc2)N1C,0.3333333333333333,G parameter,False,uncond_mono-min15k-14649,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-14649,High log P,O2,True
9,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,3.5375000000000014,24.741365589686456,0,0,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,[Be]=C(Nc1ccc(N)cc1)C(C)=O,0.2238805970149253,G parameter,False,uncond_mono-min15k-13375,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-13375,High log P,O2,True
0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Li]<-S=C1N(C)CCN1C(C)C,0.2727272727272727,log P,True,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-8930,High log P,O3,True
1,[Li]<-N=P(C)(C(C)C)C(C)(C)C,3.6030700000000015,27.10488620085946,0,0,[Li]<-N=P(C)(C(C)C)C(C)(C)C,[Li]<-N=P(C)(C)C(C)(C)C,0.5161290322580645,log P,True,uncond_mono-min15k-3372,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-3372,High log P,O3,True
2,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,3.5375000000000014,24.741365589686456,0,0,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,[Li]<-P1(Nc2ccccc2)OCC(C)(N)CO1,0.4838709677419355,log P,True,uncond_mono-min15k-13375,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-13375,High log P,O3,True
3,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,4.592200000000004,24.86073531752348,0,0,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,[Li]<-P(Cl)(C(=Cc1ccccc1)OC)C(C)C,0.75,log P,True,uncond_mono-min15k-14471,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-14471,High log P,O3,True
4,[Li]<-N(c1ccccc1)c1ccccc1,3.430200000000001,25.306382301448355,0,0,[Li]<-N(c1ccccc1)c1ccccc1,[Li]<-N(C)c1ccccc1,0.4347826086956521,log P,True,uncond_mono-min15k-8006,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-8006,High log P,O3,True
5,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Be]=C1CN(C)C(C)(C)C1(C)C,0.4230769230769231,log P,True,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O3_optimized-uncond_mono-novel_remainder-1059,High log P,O3,True
6,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,4.042870000000002,21.351265319115072,0,0,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,[Li]<-N=C1C=CC(N(C)C)C=C1,0.2711864406779661,log P,True,uncond_mono-min15k-11727,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-11727,High log P,O3,True
7,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Li]<-n1occ(N=Cc2ccccc2)c1N,0.2878787878787879,log P,True,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-9055,High log P,O3,True
8,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Li]<-P1(C(C)(C)C)OC12CCNC2,0.2,log P,True,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-9804,High log P,O3,True
9,[Li]<-P(CC(C)C)CC(C)(C)C,3.3670000000000027,24.733407607830653,0,0,[Li]<-P(CC(C)C)CC(C)(C)C,[Li]<-P(CC(=O)OC)CC(C)C,0.4102564102564102,log P,True,uncond_mono-min15k-2783,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-2783,High log P,O3,True
0,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Li]<-N(=Cc1ncc[nH]1)c1ccccc1F,0.2142857142857142,G parameter,True,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-9055,High log P,O4,True
1,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,24.92439917236989,0,0,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,[Li]<-N1=C(c2ccccc2)C(C)=CC1,0.4067796610169492,G parameter,True,uncond_mono-min15k-10493,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-10493,High log P,O4,True
2,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Li]<-N1=CN(c2cccc(C)c2C)C(C)(C)C1C,0.2957746478873239,G parameter,True,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O4_optimized-uncond_mono-novel_remainder-1059,High log P,O4,True
3,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,4.042870000000002,21.351265319115072,0,0,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,[Li]<-N=C1C=CC(=S)C(c2cccs2)=C1,0.2878787878787879,G parameter,True,uncond_mono-min15k-11727,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-11727,High log P,O4,True
4,[Li]<-N=P(C)(C(C)C)C(C)(C)C,3.6030700000000015,27.10488620085946,0,0,[Li]<-N=P(C)(C(C)C)C(C)(C)C,[Li]<-N(=CC(C)C)C(C)C,0.2,G parameter,True,uncond_mono-min15k-3372,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3372,High log P,O4,True
5,[Li]<-P(CC(C)C)CC(C)(C)C,3.3670000000000027,24.733407607830653,0,0,[Li]<-P(CC(C)C)CC(C)(C)C,[Li]<-P1(CC(C)C)C(C)C1C(C)=O,0.2127659574468085,G parameter,True,uncond_mono-min15k-2783,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-2783,High log P,O4,True
6,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Li]<-P(=CC(C)C)c1cccc(C)c1,0.3392857142857143,G parameter,True,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-9804,High log P,O4,True
7,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,3.5375000000000014,24.741365589686456,0,0,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,[Li]<-n1ccc(C(C)=Nc2ccc(F)cc2)cc1,0.2337662337662337,G parameter,True,uncond_mono-min15k-13375,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-13375,High log P,O4,True
8,[Li]<-P(c1ccccc1)(c1ccccc1)C(C)C=C,3.693800000000002,25.41779404742957,0,0,[Li]<-P(c1ccccc1)(c1ccccc1)C(C)C=C,[Li]<-P1(c2ccccc2)C=C(C)C1=P,0.2608695652173913,G parameter,True,uncond_mono-min15k-14412,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-14412,High log P,O4,True
9,[Li]<-N(c1ccccc1)c1ccccc1,3.430200000000001,25.306382301448355,0,0,[Li]<-N(c1ccccc1)c1ccccc1,[Li]<-N(=Cc1c[nH]cn1)c1ccccc1,0.28125,G parameter,True,uncond_mono-min15k-8006,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-8006,High log P,O4,True
1,[Li]<-N(c1ccccc1)c1ccccc1,3.430200000000001,25.306382301448355,0,0,[Li]<-N(c1ccccc1)c1ccccc1,[Be]=C1N(c2ccccc2)C=CN1c1ccc(C#N)cc1,0.2857142857142857,log P + G parameter,False,uncond_mono-min15k-8006,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-8006,High log P,O5,True
2,[Li]<-p1(C)c(C)c(C)c2ccccc21,3.980240000000002,23.213433073372595,0,0,[Li]<-p1(C)c(C)c(C)c2ccccc21,[Be]=C1N(C)C=CN1Cc1ccc(C(C)C)c(C)c1,0.2,log P + G parameter,False,uncond_mono-min15k-5398,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-5398,High log P,O5,True
3,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,4.592200000000004,24.86073531752348,0,0,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,[Be]=C1N(Cc2cccc(C(=C)C(=O)O)c2)C=CN1C(C)C,0.2068965517241379,log P + G parameter,False,uncond_mono-min15k-14471,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-14471,High log P,O5,True
4,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Be]=C1N(c2ccc(C(C)C)cc2)CCC(C)(CO)N1C,0.216867469879518,log P + G parameter,False,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O5_optimized-uncond_mono-novel_remainder-1059,High log P,O5,True
5,[Li]<-N(=Cc1cccs1)c1ccccc1I,4.103300000000002,23.01448352697756,0,0,[Li]<-N(=Cc1cccs1)c1ccccc1I,[Be]=C1N(Cc2ccccc2C)C=CN1C(C)C,0.2,log P + G parameter,False,uncond_mono-min15k-9095,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-9095,High log P,O5,True
6,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,24.92439917236989,0,0,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,[Be]=C1NC(C)C(C)(C)N1Cc1ccccc1,0.2328767123287671,log P + G parameter,False,uncond_mono-min15k-10493,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-10493,High log P,O5,True
7,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Be]=C(NC)c1cccc(C(=O)OC)c1,0.2,log P + G parameter,False,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-9804,High log P,O5,True
8,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,4.811900000000004,23.58745822059525,0,0,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,[Be]=C1N(C)CC(C)(c2ccccc2)N1c1ccccc1C#N,0.2954545454545454,log P + G parameter,False,uncond_mono-min15k-14649,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-14649,High log P,O5,True
9,[Li]<-S=C1SC(=C)C=C(SCC)S1,3.8595000000000015,21.61387872035652,0,0,[Li]<-S=C1SC(=C)C=C(SCC)S1,[Li]<-S=C1SC(=C)C=C[SH]1C(C)S,0.25,log P + G parameter,False,uncond_mono-min15k-4092,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-4092,High log P,O5,True
0,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Be]=C1N(C)C=CN1Cc1cccc(Br)c1,0.2,log P - G parameter,True,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-9055,High log P,O6,True
1,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,24.92439917236989,0,0,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,[Be]=C1N(C)CC(c2ccccc2)N1C,0.2686567164179104,log P - G parameter,True,uncond_mono-min15k-10493,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-10493,High log P,O6,True
2,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Be]=C1N(C)C(N)CN1C(C)c1ccccc1,0.2878787878787879,log P - G parameter,True,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-8930,High log P,O6,True
3,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,3.5375000000000014,24.741365589686456,0,0,[Li]<-P1(Nc2ccc(F)cc2)OCC(C)(C)CO1,[Be]=C(Nc1ccc(N)cc1)C(=O)SC,0.2142857142857142,log P - G parameter,True,uncond_mono-min15k-13375,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-13375,High log P,O6,True
4,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,4.592200000000004,24.86073531752348,0,0,[Li]<-P(Cl)(C(=Cc1ccccc1)OC(C)=O)C(C)C,[Li]<-P(Cl)(C(=C)C)c1ccccc1,0.3793103448275862,log P - G parameter,True,uncond_mono-min15k-14471,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-14471,High log P,O6,True
6,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Be]=C(C)NC(C)c1cccc(OC)c1,0.21875,log P - G parameter,True,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-9804,High log P,O6,True
7,[Li]<-P(CC(C)C)CC(C)(C)C,3.3670000000000027,24.733407607830653,0,0,[Li]<-P(CC(C)C)CC(C)(C)C,[Be]=C1N(CC)C=C(C(C)C)N1CC(C)C,0.2,log P - G parameter,True,uncond_mono-min15k-2783,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-2783,High log P,O6,True
8,[Li]<-S=P(C)(C)c1ccc(-c2ccccc2)cc1,3.7180000000000017,27.367499602100903,0,0,[Li]<-S=P(C)(C)c1ccc(-c2ccccc2)cc1,[Be]=C1CN(C(C)c2ccccc2)CN(C)C1(N)N,0.2125,log P - G parameter,True,uncond_mono-min15k-12386,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-12386,High log P,O6,True
9,[Li]<-n1cn(-c2cccc3ccccc23)cc1C,3.3339200000000018,22.481298742638867,0,0,[Li]<-n1cn(-c2cccc3ccccc23)cc1C,[Be]=C1N(C)C=CN1Cc1cccc(NS)c1,0.2051282051282051,log P - G parameter,True,uncond_mono-min15k-13252,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-13252,High log P,O6,True
0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Li]<-S=C1CN(C(C)C)C(N)N1,0.2068965517241379,log P + G parameter,True,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-8930,High log P,O7,True
1,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,4.811900000000004,23.58745822059525,0,0,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,[Li]<-P1(CC)C(C)C1c1ccccc1,0.543859649122807,log P + G parameter,True,uncond_mono-min15k-14649,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-14649,High log P,O7,True
2,[Li]<-P(CC(C)C)CC(C)(C)C,3.3670000000000027,24.733407607830653,0,0,[Li]<-P(CC(C)C)CC(C)(C)C,[Li]<-P1(CC(C)(C)C)CC1C(C)=O,0.2391304347826087,log P + G parameter,True,uncond_mono-min15k-2783,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-2783,High log P,O7,True
3,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,3.9898200000000026,24.92439917236989,0,0,[Li]<-p1c(-c2ccccc2)c(C)n2c1CCC2,[Li]<-N1=CC(c2cccnc2)=C(C)C1,0.2575757575757575,log P + G parameter,True,uncond_mono-min15k-10493,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-10493,High log P,O7,True
4,[Li]<-S(CCC)CCc1ccccc1,3.372300000000002,27.3197517109661,0,0,[Li]<-S(CCC)CCc1ccccc1,[Li]<-S(C(C)C)C(C)c1ccccc1,0.3333333333333333,log P + G parameter,True,uncond_mono-min15k-5274,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-5274,High log P,O7,True
5,[Li]<-P1(c2ccccc2)CC(C)(C)CC(C)(C)C1,4.249900000000004,25.354130192583167,0,0,[Li]<-P1(c2ccccc2)CC(C)(C)CC(C)(C)C1,[Li]<-N1C=NC(C)(C)C(C)(c2ccccc2)C1,0.3636363636363636,log P + G parameter,True,uncond_mono-min15k-12403,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-12403,High log P,O7,True
6,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,4.009530000000003,27.677860894477167,0,0,[Be]=C1CN(c2cc(C)ccc2C)C(C)(C)C1(C)C,[Li]<-n1nnc(C)n1-c1ccccc1C,0.2285714285714285,log P + G parameter,True,uncond_mono-novel_remainder-1059,cond_mono-isolated_ligands-O7_optimized-uncond_mono-novel_remainder-1059,High log P,O7,True
7,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Li]<-n1cc(N=Cc2ccccc2)c(C)o1,0.328125,log P + G parameter,True,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-9055,High log P,O7,True
8,[Li]<-S=P(C)(C)c1ccc(-c2ccccc2)cc1,3.7180000000000017,27.367499602100903,0,0,[Li]<-S=P(C)(C)c1ccc(-c2ccccc2)cc1,[Li]<-S=C1CC(N)c2ccccc2N1,0.2318840579710145,log P + G parameter,True,uncond_mono-min15k-12386,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-12386,High log P,O7,True
9,[Li]<-S=C1SC(=C)C=C(SCC)S1,3.8595000000000015,21.61387872035652,0,0,[Li]<-S=C1SC(=C)C=C(SCC)S1,[Li]<-S=C1SC(=C)Sc2c1ncn2C(C)C,0.2542372881355932,log P + G parameter,True,uncond_mono-min15k-4092,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-4092,High log P,O7,True
1,[Li]<-N=P(C)(C(C)C)C(C)(C)C,3.6030700000000015,27.10488620085946,0,0,[Li]<-N=P(C)(C(C)C)C(C)(C)C,[Li]<-n1ccc(P(C(C)C)C(C)(C)C)c(C)c1,0.2641509433962264,log P - G parameter,False,uncond_mono-min15k-3372,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-3372,High log P,O8,True
2,[Li]<-n1oc(Nc2ccccc2I)cc1C,3.331220000000001,25.51328982969919,0,0,[Li]<-n1oc(Nc2ccccc2I)cc1C,[Li]<-n1cc(C)n(C(=C)c2ccccc2)c1,0.2923076923076923,log P - G parameter,False,uncond_mono-min15k-9055,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-9055,High log P,O8,True
3,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,4.042870000000002,21.351265319115072,0,0,[Li]<-N=C1C=CC(=S2C=CSC2=C(C)C)C=C1,[Li]<-N=C1C=CC(=S2C=CSC2=CC)C=C1,0.660377358490566,log P - G parameter,False,uncond_mono-min15k-11727,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-11727,High log P,O8,True
4,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,4.219220000000004,23.778449785134487,0,0,[Li]<-P1(C(C)(C)C)OC1c1cccc(C)c1,[Li]<-P1(C(C)(C)C)OC1c1ccccc1C,0.6,log P - G parameter,False,uncond_mono-min15k-9804,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-9804,High log P,O8,True
5,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,3.2901900000000017,25.6087856119688,0,0,[Li]<-S=c1n(C)c2ccccc2n1C(C)C,[Li]<-n1ccc(C(=C)C(C)C)cc1,0.2372881355932203,log P - G parameter,False,uncond_mono-min15k-8930,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-8930,High log P,O8,True
6,[Li]<-S=C1SC(=C)C=C(SCC)S1,3.8595000000000015,21.61387872035652,0,0,[Li]<-S=C1SC(=C)C=C(SCC)S1,[Li]<-S=C1C=C(SCC)SC(=C)S1,0.6097560975609756,log P - G parameter,False,uncond_mono-min15k-4092,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-4092,High log P,O8,True
8,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,4.811900000000004,23.58745822059525,0,0,[Li]<-P1(Cc2ccccc2)C(C)C1c1ccccc1,[Li]<-P1=CCC(c2ccccc2C)=CC1,0.2105263157894736,log P - G parameter,False,uncond_mono-min15k-14649,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-14649,High log P,O8,True
9,[Li]<-P1(c2ccccc2)CC(C)(C)CC(C)(C)C1,4.249900000000004,25.354130192583167,0,0,[Li]<-P1(c2ccccc2)CC(C)(C)CC(C)(C)C1,[Li]<-P1(c2ccccc2)C(C)(C)CC(C)CC1(C)C,0.5161290322580645,log P - G parameter,False,uncond_mono-min15k-12403,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-12403,High log P,O8,True
0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,-0.8089300000000001,20.555467133534936,0,0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,[Li]<-N=C1NC(OC)=CC(c2ccncc2)N1,0.2258064516129032,log P,False,uncond_mono-min15k-2895,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2895,Low log P,O1,True
1,[Li]<-n1cnc(C(N)=O)c(N)c1,-0.8423000000000005,20.3485596052841,0,0,[Li]<-n1cnc(C(N)=O)c(N)c1,[Li]<-n1cnc(-c2ccccc2)c(C(N)=O)c1,0.3703703703703703,log P,False,uncond_mono-min15k-3540,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-3540,Low log P,O1,True
2,[Be]=C=NCN,-0.6428,24.621995861849435,0,0,[Be]=C=NCN,[Be]=C=NCn1cpcn1,0.2580645161290322,log P,False,uncond_mono-min15k-56,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-56,Low log P,O1,True
3,[Li]<-n1c(N)ccnc1N,-0.3590000000000001,26.396625815693145,0,0,[Li]<-n1c(N)ccnc1N,[Li]<-n1c(N)cccc1-c1ccc(Cl)cc1,0.2452830188679245,log P,False,uncond_mono-min15k-1314,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-1314,Low log P,O1,True
4,[Li]<-NC1(C(=O)OC)CC1,-0.3493000000000001,21.88445010345377,0,0,[Li]<-NC1(C(=O)OC)CC1,[Li]<-NC1(C(=O)OCC)CC1,0.6333333333333333,log P,False,uncond_mono-min15k-1231,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-1231,Low log P,O1,True
5,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1NC(C)(C)C(N)(C=CC)N1,0.2307692307692307,log P,False,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-6208,Low log P,O1,True
6,[Be]=C1NC=C(N)N1CN(C)C,-0.8354099999999989,26.50007957981856,0,0,[Be]=C1NC=C(N)N1CN(C)C,[Be]=C1NC=C(N)N1CN(C)Cc1ccccc1,0.4528301886792453,log P,False,uncond_mono-min15k-3613,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-3613,Low log P,O1,True
