Ligand ID,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
uncond_bi-min10k-4205,29,Brc1cnc(-c2ccn(Cc3ccccn3)n2)cn1,"[15, 16]",Brc1cnc(-c2ccn3n2->[Ir]<-n2ccccc2C3)cn1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-4206,29,CC(=O)C1CC2C(P)=C(C)C1P2C,"[2, 11]",CC1=O->[Ir]<-P2(C)C3CC1C2C(C)=C3P,"['O([C])', 'P([C])([C])([C])']"
uncond_bi-min10k-4207,29,O=C(c1ccccc1)c1ccc2ccccc2n1,"[0, 17]",c1ccc(C2=O->[Ir]<-n3c2ccc2ccccc23)cc1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-4208,29,CC(C)c1ccccc1N=CC(=O)C=N,"[9, 14]",CC(C)c1ccccc1N1->[Ir]<-N=CC(=O)C=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4209,29,CN(C)C(=NC=C(N)P)N(C)C,"[4, 7]",CN(C)C(N(C)C)=N1->[Ir]<-NC(P)=C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4210,29,c1ccc(Cn2cc(-c3ccccn3)nn2)nc1,"[13, 14]",c1ccc(Cn2cc3n(->[Ir]<-n4ccccc4-3)n2)nc1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4211,29,Cn1ccn(C)c1=NCc1ccccn1,"[7, 14]",Cn1ccn(C)c1=N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4212,29,CSC1CCCCC1SCC(F)(F)F,"[1, 8]",CS1->[Ir]<-S(CC(F)(F)F)C2CCCCC21,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-4213,29,CC(C)CN=Cc1cccc(C(=O)O)n1,"[4, 14]",CC(C)CN1->[Ir]<-n2c(cccc2C(=O)O)C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4214,29,[C]N1C=CNC1(N)c1cnnn1-c1ccccc1,"[0, 11]",NC12NC=CN1C=[Be]->[Ir]<-n1(-c3ccccc3)nncc12,"['C_carb([N])', 'N([C])([N])([C])']"
uncond_bi-min10k-4215,29,CC1COC=CC(C)C(N)(C=N)O1,"[9, 11]",CC1COC=CC(C)C2(C=N->[Ir]<-N2)O1,"['N([C])', 'N([C])']"
uncond_bi-min10k-4216,29,CCNC(SCC)c1ccccn1,"[2, 12]",CCSC1c2ccccn2->[Ir]<-N1CC,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4217,29,CON=C(c1ccccc1)c1nccn1C,"[2, 11]",CON1->[Ir]<-n2ccn(C)c2C=1c1ccccc1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-4218,29,CCCCn1cc(-c2ccccn2)nn1,"[12, 13]",CCCCn1cc2n(->[Ir]<-n3ccccc3-2)n1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4219,29,CCn1cncc1C1(C)C=CC=CN1,"[2, 13]",CCn12->[Ir]<-N3C=CC=CC3(C)c1cnc2,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-4220,29,FC(F)c1ccccc1NCc1ccccn1,"[9, 16]",FC(F)c1ccccc1N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4221,29,FC(Cl)c1cccc(NCc2ccccn2)c1,"[8, 15]",FC(Cl)c1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4222,29,CCN=C(c1ccccn1)C(C)C,"[2, 9]",CCN1->[Ir]<-n2ccccc2C=1C(C)C,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4223,29,OC(NCc1ccccn1)c1ccccn1,"[9, 15]",OC1NCc2ccccn2->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4224,29,CC(=Nc1ccccc1P)c1ccccn1,"[2, 15]",CC1=N(c2ccccc2P)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4225,29,CC(=Nc1cnccc1N)c1ccccc1,"[2, 9]",CC(c1ccccc1)=N1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4226,29,CCN1C(=S)C(=S)N(Cc2ccccc2)C1=S,"[4, 6]",CCn1c2c(n(Cc3ccccc3)c1=S)=S->[Ir]<-S=2,"['S([C])', 'S([C])']"
uncond_bi-min10k-4227,29,Nc1ccncc1N=C1Cc2ccccc2N1,"[0, 7]",c1ccc2c(c1)CC(=N1->[Ir]<-Nc3ccncc31)N2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4228,29,NC(c1ccccn1)c1cccc2c1OCO2,"[0, 7]",c1cc2c(c(C3N->[Ir]<-n4ccccc43)c1)OCO2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4229,29,O=C(Nc1ccccc1)C(P)CCP,"[10, 13]",O=C(Nc1ccccc1)C1CCP->[Ir]<-P1,"['P([C])', 'P([C])']"
uncond_bi-min10k-4230,29,CC(O)N1CCNCC1(N)CO,"[3, 6]",CC(O)N12->[Ir]<-N(CC1)CC2(N)CO,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-4231,29,NCCNCC(=O)Nc1ccccc1,"[0, 3]",O=C(CN1->[Ir]<-NCC1)Nc1ccccc1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4232,29,Cc1ccc(N=Cc2ccccn2)c(C)n1,"[5, 12]",Cc1ccc(N2->[Ir]<-n3ccccc3C=2)c(C)n1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4233,29,NCCN=CC1CCCCC1,"[0, 3]",C(C1CCCCC1)=N1->[Ir]<-NCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4234,29,c1ccc(-c2ncccc2-c2cccnc2)nc1,"[5, 16]",c1cncc(-c2cccn3->[Ir]<-n4ccccc4-c23)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4235,29,Cn1ccnc1C(C)(O)c1nccn1C,"[4, 10]",Cn1ccn2->[Ir]<-n3ccn(C)c3C(C)(O)c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4236,29,Oc1ccc(O)c(C=NCc2ccccn2)c1,"[8, 15]",Oc1ccc(O)c(C=N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4237,29,Cc1cccc(NCc2ccccn2)c1,"[6, 13]",Cc1cccc(N2->[Ir]<-n3ccccc3C2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4238,29,CCOC(=O)Cn1cc(-c2ccccn2)nn1,"[14, 15]",CCOC(=O)Cn1cc2n(->[Ir]<-n3ccccc3-2)n1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4239,29,CCOCCNCc1ccccn1,"[5, 12]",CCOCCN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4240,29,[C]N1CN(C(C)C)C=C1c1ccccn1,"[0, 14]",CC(C)N1C=C2c3ccccn3->[Ir]<-[Be]=CN2C1,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-4241,29,COC(=O)c1cccc(N=Nc2ncc(N)[nH]2)c1,"[9, 12]",COC(=O)c1cccc(N2->[Ir]<-n3cc(N)[nH]c3N=2)c1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4242,29,CC(C)C1COC(N(C)C(=N)N)=N1,"[10, 12]",CC(C)C1COC2=N1->[Ir]<-N=C(N)N2C,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4243,29,CCN=C(C(=O)OC)C(C)(C)NO,"[2, 11]",CCN1->[Ir]<-N(O)C(C)(C)C=1C(=O)OC,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-4244,29,CC1N=C(O)C(n2cccn2)=NC1(C)C,"[10, 11]",CC1N=C(O)C2=N(->[Ir]<-n3cccn32)C1(C)C,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4245,29,CC(C)Cn1cc(-c2ccccn2)nn1,"[12, 13]",CC(C)Cn1cc2n(->[Ir]<-n3ccccc3-2)n1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4246,29,Oc1ccc(-n2cc(Cn3cccn3)nn2)cc1,"[13, 14]",Oc1ccc(-n2cc3n(->[Ir]<-n4cccn4C3)n2)cc1,"['N([C])([N])', 'N([C])([N])']"
uncond_bi-min10k-4247,29,NC1(c2ccccn2)CCCCC1,"[0, 7]",c1ccn2->[Ir]<-NC3(CCCCC3)c2c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4248,29,C=CC(c1nccn1C)c1nccn1C,"[4, 10]",C=CC1c2n(C)ccn2->[Ir]<-n2ccn(C)c21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4249,29,Fc1ccccc1C=NNCc1ccccn1,"[9, 16]",Fc1ccccc1C=NN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-4250,29,O=C(NN=Cc1ccccn1)Sc1ccccc1,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C=1)Sc1ccccc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-4251,29,Nn1nnc(-c2ccccc2)c1-c1ccccn1,"[0, 17]",c1ccc(-c2nnn3c2-c2ccccn2->[Ir]<-N3)cc1,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-4252,29,CCO[C]c1sc2cc[nH]c2c1[C]OCC,"[3, 12]",CCOC1=[Be]->[Ir]<-[Be]=C(OCC)c2c1sc1cc[nH]c21,"['C_carb([O])([C])', 'C_carb([O])([C])']"
uncond_bi-min10k-4253,29,CCC(=N)ON=C1N(C)CCN1C,"[3, 5]",CCC1=N->[Ir]<-N(=C2N(C)CCN2C)O1,"['N([C])', 'N([C])([O])']"
uncond_bi-min10k-4254,29,Nc1nc(-c2ccccn2)sc1-c1ccccc1,"[2, 9]",Nc1c(-c2ccccc2)sc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4255,29,NC12C=CC=CC1NC(=S)N2c1ccccn1,"[9, 16]",NC12C=CC=CC1NC1=S->[Ir]<-n3ccccc3N12,"['N([C])([C])', 'S([C])']"
uncond_bi-min10k-4256,29,COC(=O)c1ccc(N=Nc2ccccn2)cc1,"[8, 15]",COC(=O)c1ccc(N2->[Ir]<-n3ccccc3N=2)cc1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4257,29,CCN1[C]N(CCN(C)C)C=C1,"[3, 7]",CCN1C=CN2CCN(C)(C)->[Ir]<-[Be]=C12,"['C_carb([N])([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-4258,29,Cc1cc(O)ccc1C=NC(N)CN,"[9, 13]",Cc1cc(O)ccc1C=N1->[Ir]<-NCC1N,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4259,29,CCc1ccc(-c2nc3ccccc3s2)nc1,"[7, 15]",CCc1ccc2n(->[Ir]<-n3c-2sc2ccccc23)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4260,29,CCOP(=O)(OCC)C(N)CN,"[9, 11]",CCOP(=O)(OCC)C1CN->[Ir]<-N1,"['N([C])', 'N([C])']"
uncond_bi-min10k-4261,29,CCOC(=O)CN1[C]N(c2ncccn2)C=C1,"[7, 10]",CCOC(=O)CN1C=CN2C1=[Be]->[Ir]<-n1cccnc12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-4262,29,COC(C)CN=CCN(C)C,"[5, 8]",COC(C)CN1->[Ir]<-N(C)(C)CC=1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-4263,29,c1ccc(-c2cc(-c3ccncc3)ccn2)nc1,"[15, 16]",c1ccn2->[Ir]<-n3ccc(-c4ccncc4)cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4264,29,CC(C)(NCCO)c1ccccn1,"[3, 12]",CC1(C)c2ccccn2->[Ir]<-N1CCO,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4265,29,CC(=NN=CC(C)C)c1ccccn1,"[2, 13]",CC1=N(N=CC(C)C)->[Ir]<-n2ccccc21,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4266,29,Cc1ccc(C(=NO)N2[C]N(C)C=C2)cc1,"[6, 9]",Cc1ccc(C2=N(O)->[Ir]<-[Be]=C3N(C)C=CN32)cc1,"['C_carb([N])([N])', 'N([C])([O])']"
uncond_bi-min10k-4267,29,[C]NC(C(=O)c1cccc(C)c1)n1cccn1,"[0, 12]",Cc1cccc(C(=O)C2NC=[Be]->[Ir]<-n23cccn3)c1,"['C_carb([N])', 'N([C])([C])([N])']"
uncond_bi-min10k-4268,29,Fc1ccccc1C(n1cccn1)n1cccn1,"[12, 17]",Fc1ccccc1C1n2cccn2->[Ir]<-n2cccn21,"['N([C])([N])', 'N([C])([N])']"
uncond_bi-min10k-4269,29,CN(C)c1cccc(-c2ccccc2)n1,"[1, 14]",CN1(C)->[Ir]<-n2c(-c3ccccc3)cccc21,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-4270,29,COc1ncc(C)c(-c2ccc(C)cn2)n1,"[14, 15]",COc1ncc(C)c2n1->[Ir]<-n1cc(C)ccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4271,29,CC(=NCc1ccccn1)c1ccncc1,"[2, 9]",CC(c1ccncc1)=N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4272,29,CC(CCO)NCc1ccccn1,"[5, 12]",CC(CCO)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4273,29,Cc1cc(COP)ncc1C(C)C,"[6, 7]",Cc1cc2n(->[Ir]<-POC2)cc1C(C)C,"['N([C])([C])', 'P([O])']"
uncond_bi-min10k-4274,29,CCOC(=O)c1cccc(-c2ccccn2)n1,"[15, 16]",CCOC(=O)c1cccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4275,29,Nc1ccncc1N=Cc1ccc2c(c1)OCO2,"[0, 7]",C(c1ccc2c(c1)OCO2)=N1->[Ir]<-Nc2ccncc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4276,29,CC(O)N(c1ccncc1N)C(C)O,"[3, 10]",CC(O)N1(C(C)O)->[Ir]<-Nc2cnccc21,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-4277,29,C#Cc1cccc(C=[N+]([O-])C(C)(C)C)n1,"[9, 14]",C#Cc1cccc2n1->[Ir]<-[O-][N+](C(C)(C)C)=C2,"['N([C])([C])', 'O([N])']"
uncond_bi-min10k-4278,29,NCc1ccc(N=Cc2ccccn2)cc1,"[6, 13]",NCc1ccc(N2->[Ir]<-n3ccccc3C=2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4279,29,CN1CCNC(c2nccn2C)C1,"[4, 7]",CN1CCN2->[Ir]<-n3ccn(C)c3C2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4280,29,COC(C)CNCc1ccccn1,"[5, 12]",COC(C)CN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4281,29,CC(CO)N=C1C=Nc2ccccc2C1=N,"[4, 15]",CC(CO)N1->[Ir]<-N=c2c=1cnc1ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4282,29,CC(C)CCSc1ncccc1N,"[5, 12]",CC(C)CCS1->[Ir]<-Nc2cccnc21,"['N([C])', 'S([C])([C])']"
uncond_bi-min10k-4283,29,NC1=NC(CSCC2=NCCN2)CN1,"[2, 8]",NC1=N2->[Ir]<-N3=C(CSCC2CN1)NCC3,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4284,29,NCCNCCNC(=O)c1ccco1,"[0, 6]",O=C(c1ccco1)N1->[Ir]<-NCCNCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4285,29,COC(=O)C(N)CC[Se]C(C)C,"[5, 8]",COC(=O)C1CC[Se](C(C)C)->[Ir]<-N1,"['N([C])', 'Se([C])([C])']"
uncond_bi-min10k-4286,29,CONC(C)(C)c1ccc(C)cn1,"[2, 12]",CON1->[Ir]<-n2cc(C)ccc2C1(C)C,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-4287,29,N=Nc1cccc(COC(=O)c2ccccc2)n1,"[0, 17]",O=C(OCc1cccc2n1->[Ir]<-N=N2)c1ccccc1,"['N([C])([C])', 'N([N])']"
uncond_bi-min10k-4288,29,NC1CNCC(N)(c2ccccn2)N1,"[6, 12]",NC1CNCC2(N1)N->[Ir]<-n1ccccc12,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4289,29,O=C(NNCc1ccccn1)c1cccnc1,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C1)c1cccnc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-4290,29,CC(C)(C)c1cccc(COP)n1,"[11, 12]",CC(C)(C)c1cccc2n1->[Ir]<-POC2,"['N([C])([C])', 'P([O])']"
uncond_bi-min10k-4291,29,COC(=O)C(C)(C)N=Cc1ccccn1,"[7, 14]",COC(=O)C(C)(C)N1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4292,29,COc1cccc(C=Nc2ccccc2S)n1,"[8, 16]",COc1cccc2n1->[Ir]<-N(c1ccccc1S)=C2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4293,29,N#Cc1ccc(N2[C]N(c3ccccn3)C=C2)cc1,"[7, 14]",N#Cc1ccc(N2C=CN3C2=[Be]->[Ir]<-n2ccccc23)cc1,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-4294,29,Cc1cncc(N=Cc2cccc(Cl)c2)c1N,"[6, 16]",Cc1cncc2c1N->[Ir]<-N2=Cc1cccc(Cl)c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4295,29,c1cnc(Cn2cc(-c3cccnc3)cn2)nc1,"[2, 5]",c1cncc(-c2cnn3(->[Ir]<-n4cccnc4C3)c2)c1,"['N([C])([C])', 'N([N])([C])([C])']"
uncond_bi-min10k-4296,29,Cc1ccc(C(=O)[C]Nc2ccccn2)cc1,"[7, 14]",Cc1ccc(C(=O)C2=[Be]->[Ir]<-n3ccccc3N2)cc1,"['C_carb([C])([N])', 'N([C])([C])']"
uncond_bi-min10k-4297,29,Cc1cccc(CNc2ccccc2)n1,"[7, 14]",Cc1cccc2n1->[Ir]<-N(c1ccccc1)C2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4298,29,FC(F)(F)c1cccc(-c2ccc3ccccc3n2)n1,"[18, 19]",FC(F)(F)c1cccc2n1->[Ir]<-n1c-2ccc2ccccc21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4299,29,c1ccc(-c2cnc(-c3ccccn3)nc2)cc1,"[13, 14]",c1ccc(-c2cnc3n(->[Ir]<-n4ccccc4-3)c2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4300,29,Cc1ccnc(C=Nc2ccc(N)cc2)c1,"[4, 7]",Cc1ccn2->[Ir]<-N(c3ccc(N)cc3)=Cc2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4301,29,Cc1ccc(C(C)C)nc1COP,"[8, 12]",Cc1ccc(C(C)C)n2->[Ir]<-POCc12,"['N([C])([C])', 'P([O])']"
uncond_bi-min10k-4302,29,[C]N(Cc1ccccc1)Cc1ccccn1,"[0, 14]",[Be]1->[Ir]<-n2ccccc2CN(Cc2ccccc2)C=1,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-4303,29,O=C(NN=Cc1ccccn1)c1ccc(O)cc1,"[3, 10]",O=C(NN1->[Ir]<-n2ccccc2C=1)c1ccc(O)cc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-4304,29,CCOC(=O)CC=NCc1ccccn1,"[7, 14]",CCOC(=O)CC=N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4305,29,Brc1ccnc(-c2cc3sc4ccccc4c3cn2)c1,"[4, 18]",Brc1ccn2->[Ir]<-n3cc4c(cc3-c2c1)sc1ccccc14,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4306,29,Cc1cccc2sc(N=Nc3ccccc3)nc12,"[9, 16]",Cc1cccc2sc3n(->[Ir]<-N(c4ccccc4)=N3)c12,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4307,29,CN(C)c1ccccc1N=Nc1ncc[nH]1,"[9, 12]",CN(C)c1ccccc1N1->[Ir]<-n2cc[nH]c2N=1,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4308,29,N=C(CN)CC(=N)N=Cc1cc(F)cc(Cl)c1,"[3, 7]",N=C1CN->[Ir]<-N(=Cc2cc(F)cc(Cl)c2)C(=N)C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4309,29,OC1(c2ccccn2)Cc2ccccc2C=N1,"[0, 7]",C1=NC2(Cc3ccccc31)O->[Ir]<-n1ccccc12,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-4310,29,NCCNn1cc(-c2cccc(Cl)c2)cn1,"[0, 4]",Clc1cccc(-c2cnn3(->[Ir]<-NCCN3)c2)c1,"['N([C])', 'N([N])([C])([N])']"
uncond_bi-min10k-4311,29,CC1=CC(c2noc(C)c2C)N(O)C=C1,"[5, 11]",CC1=CC2c3c(C)c(C)on3->[Ir]<-N2(O)C=C1,"['N([O])([C])', 'N([O])([C])([C])']"
uncond_bi-min10k-4312,29,CC(C)c1cc(Br)nc(-c2ccccn2)c1,"[7, 14]",CC(C)c1cc(Br)n2->[Ir]<-n3ccccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4313,29,COC(=O)c1ccnc(-c2cc(C)ccn2)c1,"[7, 15]",COC(=O)c1ccn2->[Ir]<-n3ccc(C)cc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4314,29,Cc1cccnc1N=NCc1ccccc1,"[5, 8]",Cc1cccn2->[Ir]<-N(Cc3ccccc3)=Nc12,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4315,29,CC(Nc1ccc(Cl)cc1)c1ccccn1,"[2, 15]",CC1c2ccccn2->[Ir]<-N1c1ccc(Cl)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4316,29,Fc1ccc(CNCc2ccccn2)cc1,"[6, 13]",Fc1ccc(CN2->[Ir]<-n3ccccc3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4317,29,C[SH+](C)([O-])CCSc1ccccc1,"[1, 6]",C[SH+]1(C)([O-])->[Ir]<-S(c2ccccc2)CC1,"['S([C])([C])', 'S([C])([C])([O])([C])']"
uncond_bi-min10k-4318,29,O=C(O)CNC(=O)CNCc1ccccn1,"[8, 15]",O=C(O)CNC(=O)CN1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4319,29,O=C1C(=O)C(O)(c2ccccc2)Oc2ccccc21,"[0, 3]",OC1(c2ccccc2)Oc2ccccc2C2=O->[Ir]<-O=C21,"['O([C])', 'O([C])']"
uncond_bi-min10k-4320,29,CC(=O)C1C(C)C2C(P)=CC1P2C,"[2, 11]",CC1=O->[Ir]<-P2(C)C3C=C(P)C2C(C)C13,"['O([C])', 'P([C])([C])([C])']"
uncond_bi-min10k-4321,29,CC(C)C(CN)N=Cc1cscc1Br,"[5, 6]",CC(C)C1CN->[Ir]<-N1=Cc1cscc1Br,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4322,29,O=[N+]([O-])c1cccc(CN=Cc2ccccn2)c1,"[9, 16]",O=[N+]([O-])c1cccc(CN2->[Ir]<-n3ccccc3C=2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4323,29,Cc1ccc(NCc2ccccn2)cc1Br,"[5, 12]",Cc1ccc(N2->[Ir]<-n3ccccc3C2)cc1Br,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4324,29,Nc1cccc(C2(N)C=CC=CC2P)n1,"[13, 14]",Nc1cccc2n1->[Ir]<-PC1C=CC=CC21N,"['N([C])([C])', 'P([C])']"
uncond_bi-min10k-4325,29,CCCC(C=N)(C=N)CCC,"[5, 7]",CCCC1(CCC)C=N->[Ir]<-N=C1,"['N([C])', 'N([C])']"
uncond_bi-min10k-4326,29,ON=C(C=Nc1ccccc1)c1ccccc1,"[1, 4]",ON1->[Ir]<-N(c2ccccc2)=CC=1c1ccccc1,"['N([C])([C])', 'N([O])([C])']"
uncond_bi-min10k-4327,29,Clc1ccc(C(n2cccn2)n2cccn2)cc1,"[10, 15]",Clc1ccc(C2n3cccn3->[Ir]<-n3cccn32)cc1,"['N([C])([N])', 'N([C])([N])']"
uncond_bi-min10k-4328,29,O=C(NCc1cccc(O)c1)c1ccccn1,"[0, 16]",Oc1cccc(CNC2=O->[Ir]<-n3ccccc32)c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-4329,29,COC(=O)c1cc(-c2ccccn2)nn1CC=O,"[12, 13]",COC(=O)c1cc2n(->[Ir]<-n3ccccc3-2)n1CC=O,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-4330,29,Nc1cccnc1N=Cc1csc2ccccc12,"[0, 7]",C(c1csc2ccccc12)=N1->[Ir]<-Nc2cccnc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-4331,29,COc1ccnc(CNC(C)C)c1,"[5, 8]",COc1ccn2->[Ir]<-N(C(C)C)Cc2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4332,29,Brc1cccc(-c2ncn(Cc3cnccn3)n2)c1,"[9, 16]",Brc1cccc(-c2ncn3(->[Ir]<-n4ccncc4C3)n2)c1,"['N([C])([C])', 'N([C])([N])([C])']"
uncond_bi-min10k-4333,29,Clc1ccc(NCC2CCCN2)cc1,"[5, 11]",Clc1ccc(N2->[Ir]<-N3CCCC3C2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4334,29,Cn1cc(C(O)O)nc1N1[C]Sc2ccccc21,"[7, 10]",Cn1cc(C(O)O)n2->[Ir]<-[Be]=C3Sc4ccccc4N3c12,"['C_carb([S])([N])', 'N([C])([C])']"
uncond_bi-min10k-4335,29,c1ccc(C2=NC(c3ccccn3)CO2)cc1,"[5, 12]",c1ccc(C2=N3->[Ir]<-n4ccccc4C3CO2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4336,29,O=C(O)c1ccc(C=Nc2ccccc2P)nc1,"[8, 16]",O=C(O)c1ccc2n(->[Ir]<-N(c3ccccc3P)=C2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-4337,29,Cn1cnc(-c2nc(-c3ccccc3)c[nH]2)c1,"[3, 6]",Cn1cc2n(->[Ir]<-n3c(-c4ccccc4)c[nH]c3-2)c1,"['N([C])([C])', 'N([C])([C])']"
