Unnamed: 0,name,smiles,stoichiometry,occurrence,parent_metal_occurrences,metal_bond_node_idx_groups,charge,custom_mol,connect_id,enriched_mol,enriched_smiles
18884,ligand20166-0,o1c(c2cnccc2)nnc1c1cccnc1,C12H8N4O,1,"{'Fe': ['WAMNEE-subgraph-4', 'WAMNEE-subgraph-1']}","{'WAMNEE-subgraph-1': [[12]], 'WAMNEE-subgraph-4': [[12]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222520>,[[12]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6660>,[Li]<-n1cccc(-c2nnc(-c3cccnc3)o2)c1
18889,ligand20171-0,N1=C(C)[N]N([CH]1)c1ccccn1,C8H8N4,2,"{'Ru': ['SUBRAI-subgraph-3'], 'W': ['VIVSIC-subgraph-0']}","{'SUBRAI-subgraph-3': [[0]], 'VIVSIC-subgraph-0': [[12]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222570>,[[12]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e66b0>,[Li]<-n1cn(-c2ccccn2)nc1C
18892,ligand20174-0,P1(P(P(C(=N1)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,C14H30NP3,1,{'Rh': ['LEFDOS-subgraph-1']},{'LEFDOS-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32225c0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2e700>,[Li]<-P1(C(C)(C)C)N=C(C)P(C(C)(C)C)P1C(C)(C)C
18894,ligand20176-0,c1(N2[C]N(C(=C2c2ccccc2)c2ccccc2)c2ccccc2C)ccccc1C,C29H24N2,2,"{'Pd': ['OVURAA-subgraph-3', 'OVURUU-subgraph-0']}","{'OVURUU-subgraph-0': [[4]], 'OVURAA-subgraph-3': [[2]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292610>,[[4]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6750>,[Be]=[C]1N(c2ccccc2C)C(c2ccccc2)=C(c2ccccc2)N1c1ccccc1C
18895,ligand20177-0,Clc1ccc(cc1)N=O,C6H4ClNO,1,"{'Ru': ['SIZVUV-subgraph-0', 'SIZVUV-subgraph-1']}","{'SIZVUV-subgraph-0': [[11]], 'SIZVUV-subgraph-1': [[11]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222660>,[[11]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e67a0>,[Li]<-N(=O)c1ccc(Cl)cc1
18897,ligand20179-0,o1c2c3ccccc3c3c(c2nc1c1ncccc1)cccc3,C20H12N2O,1,{'Pd': ['TURJAS-subgraph-3']},{'TURJAS-subgraph-3': [[10]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c326a6b0>,[[10]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2e7f0>,[Li]<-n1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1
18902,ligand20184-0,O=C(N/N=C(/c1ccccn1)\c1ccccc1)c1ccc(cc1)OC,C20H17N3O2,1,{'Cd': ['SELPUX-subgraph-2']},{'SELPUX-subgraph-2': [[19]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222700>,[[19]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6840>,[Li]<-n1ccccc1C(=NNC(=O)c1ccc(OC)cc1)c1ccccc1
18910,ligand20192-0,[P](c1ccccc1)([S])(c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1,C30H24P2S,1,{'Au': ['ZIZGAS-subgraph-1']},{'ZIZGAS-subgraph-1': [[17]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222750>,[[17]],<rdkit.Chem.rdchem.Mol object at 0x7710c289e890>,[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1P(=S)(c1ccccc1)c1ccccc1
18916,ligand20198-0,P(c1cnnn1c1ccccc1)(c1ccccc1)c1n(c2ccccc2)nnc1,C22H17N6P,1,{'Au': ['CORPOR-subgraph-1']},{'CORPOR-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32227a0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2e8e0>,[Li]<-P(c1ccccc1)(c1cnnn1-c1ccccc1)c1cnnn1-c1ccccc1
18921,ligand20206-0,Clc1c[nH]c(=O)cc1,C5H4ClNO,1,"{'Fe': ['EGUVOR-subgraph-2', 'EGUVOR-subgraph-5', 'EGUVOR-subgraph-4', 'EGUVOR-subgraph-3']}","{'EGUVOR-subgraph-2': [[11]], 'EGUVOR-subgraph-3': [[11]], 'EGUVOR-subgraph-4': [[11]], 'EGUVOR-subgraph-5': [[9]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c32927f0>,[[11]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6930>,[Li]<-O=c1ccc(Cl)c[nH]1
18922,ligand20207-0,[C@H]1(c2ccccc2)OP1C([Si](C)(C)C)[Si](C)(C)C,C14H25OPSi2,3,"{'Mo': ['AMAXES-subgraph-0'], 'W': ['YEVJEO-subgraph-0'], 'Cr': ['AMAWUH-subgraph-0']}","{'AMAXES-subgraph-0': [[4]], 'YEVJEO-subgraph-0': [[0]], 'AMAWUH-subgraph-0': [[4]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222840>,[[4]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2e980>,[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OC1c1ccccc1
18926,ligand20211-0,O(C)c1nc(/C=N/c2ccc(cc2)N)ccc1,C13H13N3O,1,{'Hg': ['ZOGMIT-subgraph-0']},{'ZOGMIT-subgraph-0': [[6]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3272890>,[[6]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e69d0>,[Li]<-n1c(C=Nc2ccc(N)cc2)cccc1OC
18929,ligand20214-0,O([C@@]1(c2ccccc2)C[N]/C/1=C(\C)/[CH]N(CC)CC)CC,C18H26N2O,1,{'Cr': ['VACXUS-subgraph-5']},{'VACXUS-subgraph-5': [[12]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32228e0>,[[12]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6a20>,[Li]<-N1=C(C(C)=CN(CC)CC)C(OCC)(c2ccccc2)C1
18932,ligand20217-0,O=c1oc(cc(c1)OC)C,C7H8O3,1,{'Mo': ['WAFZOT-subgraph-0']},{'WAFZOT-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3272930>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6a70>,[Li]<-O=c1cc(OC)cc(C)o1
18938,ligand20223-0,P12N=C(N3CCCCC3)[C@]3([C@]4([C@@]1([C@@]2([C@]3(C)C(=C4C)C)C(=O)OC)C(=O)OC)C)C,C22H31N2O4P,1,{'W': ['QEQJIF-subgraph-0']},{'QEQJIF-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222980>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6ac0>,[Li]<-P12N=C(N3CCCCC3)C3(C)C4(C)C(C)=C(C)C3(C)C1(C(=O)OC)C42C(=O)OC
18939,ligand20225-0,c1cccnc1c1sccc1,C9H7NS,3,"{'Pt': ['XAXCOO-subgraph-2', 'JISPIL-subgraph-1'], 'Pd': ['THPBPD-subgraph-3', 'THPBPD-subgraph-1']}","{'XAXCOO-subgraph-2': [[7]], 'JISPIL-subgraph-1': [[8]], 'THPBPD-subgraph-1': [[8]], 'THPBPD-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c32729d0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6b10>,[Li]<-n1ccccc1-c1cccs1
18945,ligand20231-0,P(c1c2c(ccc1)COC2)(c1ccccc1)c1ccccc1,C20H17OP,1,{'Ir': ['JAMJIT-subgraph-2']},{'JAMJIT-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292a20>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2eb60>,[Li]<-P(c1ccccc1)(c1ccccc1)c1cccc2c1COC2
18953,ligand20239-0,Clc1cc[n+](cc1)[O-],C5H4ClNO,1,{'Cu': ['QUBVAL-subgraph-0']},{'QUBVAL-subgraph-0': [[11]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3272a70>,[[11]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6bb0>,[Li]<-[O-][n+]1ccc(Cl)cc1
18959,ligand20246-0,P1([C@@]2(C[C@@]3(O[C@]1(C[C@](O2)(O3)C)C)C)C)Oc1c(C)cc(cc1C)C,C19H27O4P,1,{'Pd': ['TEVXUP-subgraph-1']},{'TEVXUP-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3272ac0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2ec00>,[Li]<-P1(Oc2c(C)cc(C)cc2C)C2(C)CC3(C)OC(C)(CC1(C)O3)O2
18965,ligand20251-1,O(C1=C([C@@H](C(=C1)c1ccccc1)c1ccccc1)[C]OCC)CC,C22H22O2,1,{'W': ['HALMUD-subgraph-5']},{'HALMUD-subgraph-5': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222b10>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6c50>,[Be]=[C](OCC)C1=C(OCC)C=C(c2ccccc2)C1c1ccccc1
18979,ligand20265-0,C(=O)(P(Cl)C(c1ccccc1)(c1ccccc1)c1ccccc1)Cl,C20H15Cl2OP,1,{'W': ['GENNOE-subgraph-0']},{'GENNOE-subgraph-0': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292b60>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6ca0>,[Li]<-P(Cl)(C(=O)Cl)C(c1ccccc1)(c1ccccc1)c1ccccc1
18982,ligand20268-0,P(c1ccccc1)(c1ccccc1NC(=O)CNC(=O)OCc1ccccc1)c1ccccc1,C28H25N2O3P,1,{'Au': ['POSCOQ-subgraph-1']},{'POSCOQ-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222bb0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6cf0>,[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1NC(=O)CNC(=O)OCc1ccccc1
18983,ligand20269-0,n1c([nH]cc1)[N][N]c1ccc(cc1)C,C10H10N4,1,"{'Cd': ['TURMAV-subgraph-3', 'TURMAV-subgraph-1']}","{'TURMAV-subgraph-1': [[0]], 'TURMAV-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222c00>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6d40>,[Li]<-n1cc[nH]c1N=Nc1ccc(C)cc1
18994,ligand20281-0,O=C(c1ccccc1)Cn1c2ccccc2nn1,C14H11N3O,1,"{'Zn': ['IQUDUT-subgraph-3', 'IQUDUT-subgraph-2']}","{'IQUDUT-subgraph-2': [[20]], 'IQUDUT-subgraph-3': [[18]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292c50>,[[20]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6d90>,[Li]<-n1nn(CC(=O)c2ccccc2)c2ccccc21
18997,ligand20285-0,P1(c2ccccc2)[C@@H]([C@@H]1C)C,C10H13P,1,{'W': ['YETLEO-subgraph-0']},{'YETLEO-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292ca0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6de0>,[Li]<-P1(c2ccccc2)C(C)C1C
19007,ligand20295-0,O=C(CN1[C]N(c2c1cc(c(c2)C)C)Cc1ccccc1)c1ccc(cc1)F,C24H21FN2O,1,{'Pd': ['MARZAJ-subgraph-2']},{'MARZAJ-subgraph-2': [[9]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3272cf0>,[[9]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6e30>,[Be]=[C]1N(CC(=O)c2ccc(F)cc2)c2cc(C)c(C)cc2N1Cc1ccccc1
19013,ligand20301-0,S(C)c1cnccn1,C5H6N2S,1,{'Ru': ['VEZHAK-subgraph-2']},{'VEZHAK-subgraph-2': [[9]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222d40>,[[9]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2ee80>,[Li]<-n1ccnc(SC)c1
19015,ligand20303-0,[C]1N(c2c(C(C)C)cccc2C(C)C)C(=C(N1c1c(C(C)C)cccc1C(C)C)C)C,C29H40N2,2,"{'Au': ['EJANIN-subgraph-3'], 'Ag': ['VUDGUX-subgraph-1']}","{'EJANIN-subgraph-3': [[0]], 'VUDGUX-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3292d90>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6ed0>,[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)=C(C)N1c1c(C(C)C)cccc1C(C)C
19017,ligand20305-0,n1ccn(c1)c1ccc(cc1)O,C9H8N2O,1,"{'Ag': ['TARRAI-subgraph-0', 'TARRAI-subgraph-1']}","{'TARRAI-subgraph-0': [[0]], 'TARRAI-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222de0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6f20>,[Li]<-n1ccn(-c2ccc(O)cc2)c1
19020,ligand20308-0,n1(c2[C@@]3(CC[C@H](c2cn1)C3(C)C)C)c1ccccc1,C17H20N2,1,"{'Pd': ['DUNWAK-subgraph-3', 'DUNWAK-subgraph-2']}","{'DUNWAK-subgraph-2': [[2]], 'DUNWAK-subgraph-3': [[3]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c326ae30>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6f70>,[Li]<-n1cc2c(n1-c1ccccc1)C1(C)CCC2C1(C)C
19048,ligand20338-0,N(=C\c1ccc(cc1)C(C)(C)C)\O,C11H15NO,1,"{'Pd': ['YUNTEI-subgraph-1', 'YUNTEI-subgraph-3']}","{'YUNTEI-subgraph-1': [[0]], 'YUNTEI-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222e80>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e6fc0>,[Li]<-N(O)=Cc1ccc(C(C)(C)C)cc1
19058,ligand20349-0,P1(Oc2ccccc2C(=O)O1)N(CCCl)CCCl,C11H12Cl2NO3P,1,{'Au': ['YUWXET-subgraph-0']},{'YUWXET-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222ed0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7010>,[Li]<-P1(N(CCCl)CCCl)OC(=O)c2ccccc2O1
19066,ligand20359-0,n1ccccc1CNC(=O)c1ccccc1,C13H12N2O,1,"{'Cd': ['WIHMOQ-subgraph-1', 'WIHMOQ-subgraph-3']}","{'WIHMOQ-subgraph-1': [[0]], 'WIHMOQ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222f20>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7060>,[Li]<-n1ccccc1CNC(=O)c1ccccc1
19067,ligand20360-0,S(C)Cc1cccc(n1)C,C8H11NS,1,"{'Pd': ['UZACOO-subgraph-2', 'UZACOO-subgraph-3']}","{'UZACOO-subgraph-2': [[10]], 'UZACOO-subgraph-3': [[10]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222f70>,[[10]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e70b0>,[Li]<-n1c(C)cccc1CSC
19078,ligand20374-0,n1c2c(c3nccnc3c3c2nccc3)ccc1,C14H8N4,2,"{'Cd': ['TERTUG-subgraph-3', 'TERTUG-subgraph-1'], 'Zn': ['BUYNIT-subgraph-3', 'BUYNIT-subgraph-1']}","{'TERTUG-subgraph-1': [[0]], 'TERTUG-subgraph-3': [[0]], 'BUYNIT-subgraph-1': [[0]], 'BUYNIT-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3222fc0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7100>,[Li]<-n1cccc2c3nccnc3c3cccnc3c21
19080,ligand20376-0,P1([C@H](c2ccccc2)[C@H](C(=C1c1ccccc1)[C]N1CCCC1)c1ccccc1)c1ccccc1,C33H30NP,1,{'W': ['RUQVAA-subgraph-5']},{'RUQVAA-subgraph-5': [[15]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3273010>,[[15]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7150>,[Be]=[C](C1=C(c2ccccc2)P(c2ccccc2)C(c2ccccc2)C1c1ccccc1)N1CCCC1
19081,ligand20377-0,S(=O)(=O)(c1ccc(cc1)N)Nc1ncc(cn1)OC,C11H12N4O3S,1,{'Co': ['ZEQFIM-subgraph-0']},{'ZEQFIM-subgraph-0': [[20]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223060>,[[20]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f1a0>,[Li]<-Nc1ccc(S(=O)(=O)Nc2ncc(OC)cn2)cc1
19090,ligand20386-0,[C]1N(C(=CN1c1c(C)cc(cc1C)C)F)c1c(cc(cc1C)C)C,C21H23FN2,1,{'Rh': ['JOKPUX-subgraph-0']},{'JOKPUX-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32930b0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e71f0>,[Be]=[C]1N(c2c(C)cc(C)cc2C)C=C(F)N1c1c(C)cc(C)cc1C
19093,ligand20389-0,IP(c1ccccc1)c1ccccc1,C12H10IP,1,{'Nb': ['LEDVEW-subgraph-0']},{'LEDVEW-subgraph-0': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223100>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7240>,[Li]<-P(I)(c1ccccc1)c1ccccc1
19094,ligand20390-0,P(c1ccccc1)(CCC#N)CCC#N,C12H13N2P,1,"{'Co': ['EBAPIJ-subgraph-0', 'EBAPIJ-subgraph-1']}","{'EBAPIJ-subgraph-0': [[0]], 'EBAPIJ-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3293150>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7290>,[Li]<-P(CCC#N)(CCC#N)c1ccccc1
19095,ligand20391-0,P(NC(=O)C)(c1ccccc1)c1ccccc1,C14H14NOP,1,{'Pd': ['WONBEG-subgraph-0']},{'WONBEG-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32231a0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e72e0>,[Li]<-P(NC(C)=O)(c1ccccc1)c1ccccc1
19106,ligand20406-0,P1(N(C)CCN1C)C,C5H13N2P,3,"{'Pt': ['AXIKEZ-subgraph-0', 'AXIKOJ-subgraph-3', 'AXIKOJ-subgraph-2', 'AXIKEZ-subgraph-1'], 'Fe': ['ZISSEZ-subgraph-0']}","{'AXIKEZ-subgraph-0': [[0]], 'AXIKEZ-subgraph-1': [[0]], 'ZISSEZ-subgraph-0': [[0]], 'AXIKOJ-subgraph-2': [[0]], 'AXIKOJ-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c32231f0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f330>,[Li]<-P1(C)N(C)CCN1C
19124,ligand20428-0,[nH]1c(=O)[nH]c2c(c1=O)[nH]cn2,C5H4N4O2,1,"{'Zn': ['YAHSEF-subgraph-1', 'YAHSEF-subgraph-3']}","{'YAHSEF-subgraph-1': [[11]], 'YAHSEF-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223240>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7380>,[Li]<-n1c[nH]c2c(=O)[nH]c(=O)[nH]c21
19132,ligand20436-0,[O]N([CH]c1ccc(cc1)C(F)(F)F)C,C9H8F3NO,1,{'Au': ['QAWCUP-subgraph-1']},{'QAWCUP-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3273290>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e73d0>,[Li]<-[O-][N+](C)=Cc1ccc(C(F)(F)F)cc1
19134,ligand20438-0,N1([C]N(C[C@H]1CC)CC)C(C)(C)C,C11H22N2,1,{'Rh': ['OMADEL-subgraph-1']},{'OMADEL-subgraph-1': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32232e0>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f420>,[Be]=[C]1N(CC)CC(CC)N1C(C)(C)C
19142,ligand20446-0,S(c1oc(nn1)c1ccncc1)Cc1ncccc1,C13H10N4OS,1,"{'Zn': ['MULQIU-subgraph-0', 'MULQIU-subgraph-2']}","{'MULQIU-subgraph-0': [[27]], 'MULQIU-subgraph-2': [[27]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223330>,[[27]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f470>,[Li]<-n1ccc(-c2nnc(SCc3ccccn3)o2)cc1
19145,ligand20451-0,S=C(N)N/N=C(\C)/c1ccccc1,C9H11N3S,1,{'Zn': ['ZUBCIK-subgraph-0']},{'ZUBCIK-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3293380>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f4c0>,[Li]<-S=C(N)NN=C(C)c1ccccc1
19149,ligand20456-0,P1(c2ccccc2)C2(C31CC3)CCC2,C13H15P,1,{'W': ['MOYMAO-subgraph-0']},{'MOYMAO-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32233d0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7510>,[Li]<-P1(c2ccccc2)C2(CCC2)C12CC2
19156,ligand20463-0,n1c2c(n(c1c1cccc(n1)C)C(C)C)cccc2,C16H17N3,1,"{'Pd': ['YIKVEU-subgraph-2', 'YIKVEU-subgraph-0']}","{'YIKVEU-subgraph-0': [[0]], 'YIKVEU-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223420>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2f560>,[Li]<-n1c(-c2cccc(C)n2)n(C(C)C)c2ccccc21
19160,ligand20469-0,N([C]N1CCCCC1)c1c(C(C)C)cccc1C(C)C,C18H28N2,1,{'Pd': ['WIWPAW-subgraph-2']},{'WIWPAW-subgraph-2': [[2]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3273470>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e75b0>,[Be]=[C](Nc1c(C(C)C)cccc1C(C)C)N1CCCCC1
19176,ligand20485-0,O/N=C(/c1ccccc1)\C,C8H9NO,1,{'Pt': ['NEMCUE-subgraph-3']},{'NEMCUE-subgraph-3': [[2]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32234c0>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2f600>,[Li]<-N(O)=C(C)c1ccccc1
19179,ligand20488-0,P12c3cccc4c3c(-c3c1c(-c1c5c2cccc5ccc1C)ccc3)c(cc4)C,C28H19P,1,{'Au': ['EWEKOH-subgraph-1']},{'EWEKOH-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c326b510>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7650>,[Li]<-P12c3c(cccc3-c3c(C)ccc4cccc1c34)-c1c(C)ccc3cccc2c13
19182,ligand20491-0,[S][P](CCCC)(CCCC)CCCC,C12H27PS,1,"{'Zn': ['CEVLUN-subgraph-2', 'CEVLUN-subgraph-3']}","{'CEVLUN-subgraph-2': [[0]], 'CEVLUN-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223560>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e76a0>,[Li]<-S=P(CCCC)(CCCC)CCCC
19188,ligand20499-0,FC(c1ccccc1)([C@@H]1CCC2=NN([C]N12)c1ccccc1)c1ccccc1,C24H20FN3,1,{'Pd': ['CEZCER-subgraph-1']},{'CEZCER-subgraph-1': [[20]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32235b0>,[[20]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e76f0>,[Be]=[C]1N(c2ccccc2)N=C2CCC(C(F)(c3ccccc3)c3ccccc3)N12
19191,ligand20502-0,S1C=C(S/C/1=C/1\SC2=C(S1)SCCS2)c1ccncc1,C13H9NS6,1,"{'Zn': ['DUBPAT-subgraph-0', 'DUBPAT-subgraph-3']}","{'DUBPAT-subgraph-0': [[20]], 'DUBPAT-subgraph-3': [[20]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3293600>,[[20]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f740>,[Li]<-n1ccc(C2=CSC(=C3SC4=C(SCCS4)S3)S2)cc1
19194,ligand20505-0,C(=NP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C25H20NP,2,"{'Ru': ['MUNZUR-subgraph-0'], 'Au': ['ROFDAR-subgraph-0']}","{'MUNZUR-subgraph-0': [[8]], 'ROFDAR-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223650>,[[8]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e7790>,[Li]<-P(N=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
19218,ligand20531-0,O=C(c1ccccc1n1cccc1)NN[C]Nc1c(C)cccc1C,C20H20N4O,1,{'Pd': ['PAQZAL-subgraph-2']},{'PAQZAL-subgraph-2': [[12]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c32736a0>,[[12]],<rdkit.Chem.rdchem.Mol object at 0x7710c28e77e0>,[Be]=[C](NNC(=O)c1ccccc1-n1cccc1)Nc1c(C)cccc1C
19223,ligand20537-0,S(OC(C)C)OC(C)C,C6H14O2S,1,"{'Pd': ['LIFLAN-subgraph-2', 'LIFLAN-subgraph-3']}","{'LIFLAN-subgraph-2': [[0]], 'LIFLAN-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c32236f0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c289f830>,[Li]<-S(OC(C)C)OC(C)C
19229,ligand20544-0,N1(CCCC#N)[C]N(c2c1cccc2)CCCC,C15H19N3,1,"{'Ag': ['WEFGUM-subgraph-1', 'WEFGUM-subgraph-0']}","{'WEFGUM-subgraph-0': [[2]], 'WEFGUM-subgraph-1': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3223740>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2a2f880>,[Be]=[C]1N(CCCC)c2ccccc2N1CCCC#N
